relationship_id,case_id,source_entity_id,source_entity_type,relationship_type,target_entity_id,target_entity_type,start_time,end_time,confidence,source_document_id,verified,verification_status
REL0046007,C007501,C007501,Case,ASSOCIATED_WITH,PH005464,Phone,2020-09-17 09:11:00,,0.953,DOC007501,true,Verified
REL0046008,C007048,C007048,Case,ASSOCIATED_WITH,PH001130,Phone,2019-07-30 19:20:00,,0.937,DOC007048,false,Review Required
REL0046009,C009039,C009039,Case,ASSOCIATED_WITH,PH001485,Phone,2023-12-22 14:51:00,,0.961,DOC009039,true,Verified
REL0046010,C004480,C004480,Case,ASSOCIATED_WITH,PH007600,Phone,2022-03-25 12:49:00,,0.959,DOC004480,true,Verified
REL0046011,C009074,C009074,Case,ASSOCIATED_WITH,PH002004,Phone,2023-03-27 11:22:00,,0.919,DOC009074,false,Review Required
REL0046012,C001615,C001615,Case,ASSOCIATED_WITH,PH001481,Phone,2023-02-08 19:04:00,,0.931,DOC001615,false,Review Required
REL0046013,C006913,C006913,Case,ASSOCIATED_WITH,PH001349,Phone,2018-01-04 10:46:00,,0.956,DOC006913,true,Verified
REL0046014,C009640,C009640,Case,ASSOCIATED_WITH,PH001315,Phone,2021-06-28 18:19:00,,0.908,DOC009640,false,Review Required
REL0046015,C007735,C007735,Case,ASSOCIATED_WITH,PH002113,Phone,2021-12-11 13:16:00,,0.977,DOC007735,true,Verified
REL0046016,C004395,C004395,Case,ASSOCIATED_WITH,PH006690,Phone,2021-01-25 18:29:00,,0.935,DOC004395,false,Review Required
REL0046017,C008024,C008024,Case,ASSOCIATED_WITH,PH000080,Phone,2023-07-05 16:53:00,,0.983,DOC008024,true,Verified
REL0046018,C008766,C008766,Case,ASSOCIATED_WITH,PH009070,Phone,2018-10-07 16:18:00,,0.94,DOC008766,false,Review Required
REL0046019,C006534,C006534,Case,ASSOCIATED_WITH,PH008356,Phone,2020-01-15 23:25:00,,0.963,DOC006534,true,Verified
REL0046020,C007620,C007620,Case,ASSOCIATED_WITH,PH001133,Phone,2024-03-31 14:18:00,,0.931,DOC007620,false,Review Required
REL0046021,C003821,C003821,Case,ASSOCIATED_WITH,PH006302,Phone,2018-08-15 22:41:00,,0.946,DOC003821,false,Review Required
REL0046022,C009821,C009821,Case,ASSOCIATED_WITH,PH009170,Phone,2021-02-22 17:25:00,,0.911,DOC009821,false,Review Required
REL0046023,C006951,C006951,Case,ASSOCIATED_WITH,PH004676,Phone,2023-03-26 19:27:00,,0.933,DOC006951,false,Review Required
REL0046024,C007592,C007592,Case,ASSOCIATED_WITH,PH009047,Phone,2023-05-17 15:27:00,,0.902,DOC007592,false,Review Required
REL0046025,C002536,C002536,Case,ASSOCIATED_WITH,PH003077,Phone,2020-07-04 20:55:00,,0.95,DOC002536,true,Verified
REL0046026,C004991,C004991,Case,ASSOCIATED_WITH,PH000303,Phone,2023-04-06 20:55:00,,0.984,DOC004991,true,Verified
REL0046027,C008943,C008943,Case,ASSOCIATED_WITH,PH003236,Phone,2020-10-15 06:32:00,,0.92,DOC008943,false,Review Required
REL0046028,C008745,C008745,Case,ASSOCIATED_WITH,PH000136,Phone,2021-08-29 00:20:00,,0.987,DOC008745,true,Verified
REL0046029,C009021,C009021,Case,ASSOCIATED_WITH,PH002058,Phone,2021-10-15 09:43:00,,0.951,DOC009021,true,Verified
REL0046030,C009200,C009200,Case,ASSOCIATED_WITH,PH003405,Phone,2023-08-29 23:15:00,,0.943,DOC009200,false,Review Required
REL0046031,C000777,C000777,Case,ASSOCIATED_WITH,PH001223,Phone,2022-09-10 15:41:00,,0.937,DOC000777,false,Review Required
REL0046032,C009649,C009649,Case,ASSOCIATED_WITH,PH005621,Phone,2020-01-08 09:28:00,,0.949,DOC009649,false,Review Required
REL0046033,C005122,C005122,Case,ASSOCIATED_WITH,PH009008,Phone,2022-11-07 22:18:00,,0.907,DOC005122,false,Review Required
REL0046034,C007408,C007408,Case,ASSOCIATED_WITH,PH001155,Phone,2020-10-02 20:36:00,,0.929,DOC007408,false,Review Required
REL0046035,C003241,C003241,Case,ASSOCIATED_WITH,PH000193,Phone,2021-10-09 22:29:00,,0.95,DOC003241,true,Verified
REL0046036,C006828,C006828,Case,ASSOCIATED_WITH,PH006928,Phone,2021-07-01 14:18:00,,0.981,DOC006828,true,Verified
REL0046037,C005780,C005780,Case,ASSOCIATED_WITH,PH005747,Phone,2023-10-02 18:03:00,,0.924,DOC005780,false,Review Required
REL0046038,C006745,C006745,Case,ASSOCIATED_WITH,PH009201,Phone,2018-07-24 13:10:00,,0.949,DOC006745,false,Review Required
REL0046039,C002939,C002939,Case,ASSOCIATED_WITH,PH004195,Phone,2022-04-06 21:07:00,,0.958,DOC002939,true,Verified
REL0046040,C001502,C001502,Case,ASSOCIATED_WITH,PH006583,Phone,2023-08-05 14:58:00,,0.91,DOC001502,false,Review Required
REL0046041,C001471,C001471,Case,ASSOCIATED_WITH,PH007195,Phone,2021-11-08 09:50:00,,0.926,DOC001471,false,Review Required
REL0046042,C006393,C006393,Case,ASSOCIATED_WITH,PH004583,Phone,2021-08-24 08:11:00,,0.908,DOC006393,false,Review Required
REL0046043,C009539,C009539,Case,ASSOCIATED_WITH,PH001931,Phone,2024-06-06 08:37:00,,0.986,DOC009539,true,Verified
REL0046044,C004939,C004939,Case,ASSOCIATED_WITH,PH001752,Phone,2020-07-11 10:08:00,,0.99,DOC004939,true,Verified
REL0046045,C008315,C008315,Case,ASSOCIATED_WITH,PH000571,Phone,2021-09-24 21:48:00,,0.945,DOC008315,false,Review Required
REL0046046,C004036,C004036,Case,ASSOCIATED_WITH,PH005291,Phone,2020-03-21 12:40:00,,0.987,DOC004036,true,Verified
REL0046047,C002775,C002775,Case,ASSOCIATED_WITH,PH004922,Phone,2019-05-01 11:22:00,,0.964,DOC002775,true,Verified
REL0046048,C001770,C001770,Case,ASSOCIATED_WITH,PH000360,Phone,2019-10-19 14:40:00,,0.948,DOC001770,false,Review Required
REL0046049,C005822,C005822,Case,ASSOCIATED_WITH,PH004679,Phone,2019-01-25 21:55:00,,0.921,DOC005822,false,Review Required
REL0046050,C008666,C008666,Case,ASSOCIATED_WITH,PH004322,Phone,2022-02-02 22:19:00,,0.981,DOC008666,true,Verified
REL0046051,C006198,C006198,Case,ASSOCIATED_WITH,PH005725,Phone,2019-12-08 07:55:00,,0.949,DOC006198,false,Review Required
REL0046052,C007294,C007294,Case,ASSOCIATED_WITH,PH006490,Phone,2023-06-03 00:07:00,,0.931,DOC007294,false,Review Required
REL0046053,C008101,C008101,Case,ASSOCIATED_WITH,PH001853,Phone,2020-08-21 09:36:00,,0.908,DOC008101,false,Review Required
REL0046054,C009618,C009618,Case,ASSOCIATED_WITH,PH007023,Phone,2018-09-02 21:16:00,,0.911,DOC009618,false,Review Required
REL0046055,C002115,C002115,Case,ASSOCIATED_WITH,PH005154,Phone,2020-06-02 08:53:00,,0.985,DOC002115,true,Verified
REL0046056,C004969,C004969,Case,ASSOCIATED_WITH,PH000752,Phone,2023-03-23 10:23:00,,0.975,DOC004969,true,Verified
REL0046057,C004859,C004859,Case,ASSOCIATED_WITH,PH006599,Phone,2020-07-27 11:30:00,,0.959,DOC004859,true,Verified
REL0046058,C005157,C005157,Case,ASSOCIATED_WITH,PH005519,Phone,2022-08-10 13:08:00,,0.929,DOC005157,false,Review Required
REL0046059,C008682,C008682,Case,ASSOCIATED_WITH,PH002125,Phone,2022-12-19 10:27:00,,0.916,DOC008682,false,Review Required
REL0046060,C005652,C005652,Case,ASSOCIATED_WITH,PH001071,Phone,2019-06-01 10:18:00,,0.932,DOC005652,false,Review Required
REL0046061,C000851,C000851,Case,ASSOCIATED_WITH,PH002752,Phone,2023-06-10 14:56:00,,0.98,DOC000851,true,Verified
REL0046062,C007084,C007084,Case,ASSOCIATED_WITH,PH006510,Phone,2018-10-14 13:10:00,,0.943,DOC007084,false,Review Required
REL0046063,C009780,C009780,Case,ASSOCIATED_WITH,PH006089,Phone,2019-02-28 21:51:00,,0.908,DOC009780,false,Review Required
REL0046064,C005557,C005557,Case,ASSOCIATED_WITH,PH002181,Phone,2023-04-03 06:18:00,,0.957,DOC005557,true,Verified
REL0046065,C000095,C000095,Case,ASSOCIATED_WITH,PH006767,Phone,2021-05-19 15:24:00,,0.929,DOC000095,false,Review Required
REL0046066,C004412,C004412,Case,ASSOCIATED_WITH,PH007681,Phone,2022-01-02 18:32:00,,0.974,DOC004412,true,Verified
REL0046067,C009865,C009865,Case,ASSOCIATED_WITH,PH006085,Phone,2023-07-02 22:47:00,,0.931,DOC009865,false,Review Required
REL0046068,C003555,C003555,Case,ASSOCIATED_WITH,PH002035,Phone,2019-01-07 16:20:00,,0.966,DOC003555,true,Verified
REL0046069,C002320,C002320,Case,ASSOCIATED_WITH,PH007338,Phone,2018-03-18 07:08:00,,0.988,DOC002320,true,Verified
REL0046070,C004967,C004967,Case,ASSOCIATED_WITH,PH008022,Phone,2022-09-17 13:11:00,,0.938,DOC004967,false,Review Required
REL0046071,C005279,C005279,Case,ASSOCIATED_WITH,PH007492,Phone,2021-03-13 12:47:00,,0.947,DOC005279,false,Review Required
REL0046072,C004198,C004198,Case,ASSOCIATED_WITH,PH006901,Phone,2023-05-30 18:03:00,,0.901,DOC004198,false,Review Required
REL0046073,C001590,C001590,Case,ASSOCIATED_WITH,PH003391,Phone,2024-01-11 10:44:00,,0.967,DOC001590,true,Verified
REL0046074,C003140,C003140,Case,ASSOCIATED_WITH,PH005838,Phone,2018-12-27 21:52:00,,0.904,DOC003140,false,Review Required
REL0046075,C001988,C001988,Case,ASSOCIATED_WITH,PH007199,Phone,2019-11-17 12:50:00,,0.988,DOC001988,true,Verified
REL0046076,C004187,C004187,Case,ASSOCIATED_WITH,PH003796,Phone,2021-10-18 13:09:00,,0.959,DOC004187,true,Verified
REL0046077,C001313,C001313,Case,ASSOCIATED_WITH,PH002811,Phone,2020-11-14 19:38:00,,0.941,DOC001313,false,Review Required
REL0046078,C008292,C008292,Case,ASSOCIATED_WITH,PH000986,Phone,2023-12-18 09:00:00,,0.909,DOC008292,false,Review Required
REL0046079,C008964,C008964,Case,ASSOCIATED_WITH,PH007782,Phone,2022-07-25 23:59:00,,0.907,DOC008964,false,Review Required
REL0046080,C003915,C003915,Case,ASSOCIATED_WITH,PH004606,Phone,2022-04-06 09:43:00,,0.924,DOC003915,false,Review Required
REL0046081,C009889,C009889,Case,ASSOCIATED_WITH,PH006379,Phone,2023-09-04 18:53:00,,0.938,DOC009889,false,Review Required
REL0046082,C005152,C005152,Case,ASSOCIATED_WITH,PH007607,Phone,2020-09-06 21:15:00,,0.954,DOC005152,true,Verified
REL0046083,C000285,C000285,Case,ASSOCIATED_WITH,PH008982,Phone,2019-11-03 21:33:00,,0.914,DOC000285,false,Review Required
REL0046084,C006570,C006570,Case,ASSOCIATED_WITH,PH004944,Phone,2020-01-23 14:36:00,,0.988,DOC006570,true,Verified
REL0046085,C007912,C007912,Case,ASSOCIATED_WITH,PH007443,Phone,2021-02-02 17:03:00,,0.955,DOC007912,true,Verified
REL0046086,C002656,C002656,Case,ASSOCIATED_WITH,PH003648,Phone,2023-09-06 20:44:00,,0.925,DOC002656,false,Review Required
REL0046087,C002369,C002369,Case,ASSOCIATED_WITH,PH005412,Phone,2022-08-29 11:00:00,,0.942,DOC002369,false,Review Required
REL0046088,C000583,C000583,Case,ASSOCIATED_WITH,PH000833,Phone,2018-01-24 12:22:00,,0.958,DOC000583,true,Verified
REL0046089,C000072,C000072,Case,ASSOCIATED_WITH,PH000570,Phone,2019-11-01 07:19:00,,0.955,DOC000072,true,Verified
REL0046090,C001189,C001189,Case,ASSOCIATED_WITH,PH005637,Phone,2020-09-07 15:18:00,,0.956,DOC001189,true,Verified
REL0046091,C004555,C004555,Case,ASSOCIATED_WITH,PH006132,Phone,2018-05-14 12:11:00,,0.919,DOC004555,false,Review Required
REL0046092,C004032,C004032,Case,ASSOCIATED_WITH,PH006756,Phone,2022-10-08 10:59:00,,0.987,DOC004032,true,Verified
REL0046093,C001853,C001853,Case,ASSOCIATED_WITH,PH009984,Phone,2022-06-21 20:44:00,,0.972,DOC001853,true,Verified
REL0046094,C006077,C006077,Case,ASSOCIATED_WITH,PH001071,Phone,2023-05-29 13:27:00,,0.986,DOC006077,true,Verified
REL0046095,C007774,C007774,Case,ASSOCIATED_WITH,PH009811,Phone,2020-02-13 23:02:00,,0.918,DOC007774,false,Review Required
REL0046096,C004128,C004128,Case,ASSOCIATED_WITH,PH006158,Phone,2018-05-04 18:28:00,,0.903,DOC004128,false,Review Required
REL0046097,C003862,C003862,Case,ASSOCIATED_WITH,PH002575,Phone,2021-05-23 09:34:00,,0.907,DOC003862,false,Review Required
REL0046098,C001878,C001878,Case,ASSOCIATED_WITH,PH002980,Phone,2019-03-08 10:06:00,,0.942,DOC001878,false,Review Required
REL0046099,C006945,C006945,Case,ASSOCIATED_WITH,PH005608,Phone,2018-08-12 15:10:00,,0.939,DOC006945,false,Review Required
REL0046100,C004980,C004980,Case,ASSOCIATED_WITH,PH008477,Phone,2022-10-16 15:12:00,,0.969,DOC004980,true,Verified
REL0046101,C003322,C003322,Case,ASSOCIATED_WITH,PH007761,Phone,2018-07-02 12:56:00,,0.904,DOC003322,false,Review Required
REL0046102,C000120,C000120,Case,ASSOCIATED_WITH,PH005859,Phone,2018-05-28 07:21:00,,0.982,DOC000120,true,Verified
REL0046103,C008177,C008177,Case,ASSOCIATED_WITH,PH001951,Phone,2019-10-12 13:41:00,,0.932,DOC008177,false,Review Required
REL0046104,C005162,C005162,Case,ASSOCIATED_WITH,PH009795,Phone,2018-12-10 23:48:00,,0.927,DOC005162,false,Review Required
REL0046105,C001869,C001869,Case,ASSOCIATED_WITH,PH006286,Phone,2021-07-27 13:13:00,,0.904,DOC001869,false,Review Required
REL0046106,C004049,C004049,Case,ASSOCIATED_WITH,PH005123,Phone,2023-01-15 11:43:00,,0.947,DOC004049,false,Review Required
REL0046107,C001602,C001602,Case,ASSOCIATED_WITH,PH004593,Phone,2018-09-29 21:16:00,,0.954,DOC001602,true,Verified
REL0046108,C004233,C004233,Case,ASSOCIATED_WITH,PH007171,Phone,2018-11-18 13:47:00,,0.972,DOC004233,true,Verified
REL0046109,C008350,C008350,Case,ASSOCIATED_WITH,PH000516,Phone,2019-12-13 18:55:00,,0.931,DOC008350,false,Review Required
REL0046110,C004007,C004007,Case,ASSOCIATED_WITH,PH003955,Phone,2021-03-25 14:52:00,,0.937,DOC004007,false,Review Required
REL0046111,C007093,C007093,Case,ASSOCIATED_WITH,PH005259,Phone,2022-04-04 05:26:00,,0.979,DOC007093,true,Verified
REL0046112,C001811,C001811,Case,ASSOCIATED_WITH,PH006779,Phone,2019-01-06 11:52:00,,0.943,DOC001811,false,Review Required
REL0046113,C002901,C002901,Case,ASSOCIATED_WITH,PH003051,Phone,2019-06-04 23:22:00,,0.936,DOC002901,false,Review Required
REL0046114,C002403,C002403,Case,ASSOCIATED_WITH,PH008899,Phone,2019-07-27 12:00:00,,0.954,DOC002403,true,Verified
REL0046115,C005470,C005470,Case,ASSOCIATED_WITH,PH007561,Phone,2022-07-13 12:42:00,,0.904,DOC005470,false,Review Required
REL0046116,C009845,C009845,Case,ASSOCIATED_WITH,PH007203,Phone,2022-07-31 17:54:00,,0.985,DOC009845,true,Verified
REL0046117,C008486,C008486,Case,ASSOCIATED_WITH,PH009571,Phone,2021-02-26 17:11:00,,0.916,DOC008486,false,Review Required
REL0046118,C002222,C002222,Case,ASSOCIATED_WITH,PH003105,Phone,2022-03-24 10:03:00,,0.953,DOC002222,true,Verified
REL0046119,C002491,C002491,Case,ASSOCIATED_WITH,PH004110,Phone,2019-02-19 21:33:00,,0.932,DOC002491,false,Review Required
REL0046120,C008882,C008882,Case,ASSOCIATED_WITH,PH006175,Phone,2018-10-11 07:03:00,,0.951,DOC008882,true,Verified
REL0046121,C008384,C008384,Case,ASSOCIATED_WITH,PH002603,Phone,2019-01-30 14:29:00,,0.914,DOC008384,false,Review Required
REL0046122,C002935,C002935,Case,ASSOCIATED_WITH,PH000231,Phone,2024-01-17 18:00:00,,0.976,DOC002935,true,Verified
REL0046123,C002232,C002232,Case,ASSOCIATED_WITH,PH009001,Phone,2023-07-26 18:12:00,,0.964,DOC002232,true,Verified
REL0046124,C006475,C006475,Case,ASSOCIATED_WITH,PH001850,Phone,2021-01-21 20:46:00,,0.904,DOC006475,false,Review Required
REL0046125,C008377,C008377,Case,ASSOCIATED_WITH,PH008456,Phone,2022-11-04 09:01:00,,0.943,DOC008377,false,Review Required
REL0046126,C008210,C008210,Case,ASSOCIATED_WITH,PH002460,Phone,2019-08-25 09:30:00,,0.922,DOC008210,false,Review Required
REL0046127,C005364,C005364,Case,ASSOCIATED_WITH,PH008823,Phone,2020-07-11 10:02:00,,0.909,DOC005364,false,Review Required
REL0046128,C007710,C007710,Case,ASSOCIATED_WITH,PH007860,Phone,2022-06-03 14:53:00,,0.989,DOC007710,true,Verified
REL0046129,C002900,C002900,Case,ASSOCIATED_WITH,PH006957,Phone,2021-12-12 00:25:00,,0.977,DOC002900,true,Verified
REL0046130,C004006,C004006,Case,ASSOCIATED_WITH,PH007450,Phone,2022-02-22 19:26:00,,0.961,DOC004006,true,Verified
REL0046131,C009476,C009476,Case,ASSOCIATED_WITH,PH001644,Phone,2023-12-07 10:32:00,,0.939,DOC009476,false,Review Required
REL0046132,C009599,C009599,Case,ASSOCIATED_WITH,PH008253,Phone,2019-02-13 01:18:00,,0.944,DOC009599,false,Review Required
REL0046133,C001469,C001469,Case,ASSOCIATED_WITH,PH002517,Phone,2018-10-26 16:38:00,,0.956,DOC001469,true,Verified
REL0046134,C000394,C000394,Case,ASSOCIATED_WITH,PH006583,Phone,2024-05-08 21:10:00,,0.963,DOC000394,true,Verified
REL0046135,C004980,C004980,Case,ASSOCIATED_WITH,PH004178,Phone,2022-10-16 15:12:00,,0.95,DOC004980,true,Verified
REL0046136,C002270,C002270,Case,ASSOCIATED_WITH,PH008842,Phone,2018-03-07 23:09:00,,0.966,DOC002270,true,Verified
REL0046137,C005145,C005145,Case,ASSOCIATED_WITH,PH000100,Phone,2023-10-21 15:07:00,,0.96,DOC005145,true,Verified
REL0046138,C008104,C008104,Case,ASSOCIATED_WITH,PH005779,Phone,2023-11-08 10:38:00,,0.913,DOC008104,false,Review Required
REL0046139,C000103,C000103,Case,ASSOCIATED_WITH,PH002118,Phone,2021-02-17 17:32:00,,0.919,DOC000103,false,Review Required
REL0046140,C009432,C009432,Case,ASSOCIATED_WITH,PH003512,Phone,2021-01-16 09:49:00,,0.988,DOC009432,true,Verified
REL0046141,C002260,C002260,Case,ASSOCIATED_WITH,PH000889,Phone,2022-01-22 13:37:00,,0.906,DOC002260,false,Review Required
REL0046142,C004446,C004446,Case,ASSOCIATED_WITH,PH003177,Phone,2024-01-20 07:27:00,,0.975,DOC004446,true,Verified
REL0046143,C003968,C003968,Case,ASSOCIATED_WITH,PH002595,Phone,2020-09-29 09:35:00,,0.977,DOC003968,true,Verified
REL0046144,C005766,C005766,Case,ASSOCIATED_WITH,PH009312,Phone,2022-04-17 22:31:00,,0.927,DOC005766,false,Review Required
REL0046145,C004171,C004171,Case,ASSOCIATED_WITH,PH003453,Phone,2022-04-14 18:21:00,,0.973,DOC004171,true,Verified
REL0046146,C001965,C001965,Case,ASSOCIATED_WITH,PH008022,Phone,2020-03-26 08:28:00,,0.958,DOC001965,true,Verified
REL0046147,C001920,C001920,Case,ASSOCIATED_WITH,PH008986,Phone,2023-04-07 05:01:00,,0.958,DOC001920,true,Verified
REL0046148,C006998,C006998,Case,ASSOCIATED_WITH,PH007041,Phone,2021-12-14 13:21:00,,0.917,DOC006998,false,Review Required
REL0046149,C001623,C001623,Case,ASSOCIATED_WITH,PH004904,Phone,2022-11-19 13:18:00,,0.975,DOC001623,true,Verified
REL0046150,C000265,C000265,Case,ASSOCIATED_WITH,PH001947,Phone,2018-07-15 18:25:00,,0.929,DOC000265,false,Review Required
REL0046151,C005679,C005679,Case,ASSOCIATED_WITH,PH002279,Phone,2019-11-12 19:51:00,,0.96,DOC005679,true,Verified
REL0046152,C007017,C007017,Case,ASSOCIATED_WITH,PH007810,Phone,2023-08-28 06:20:00,,0.933,DOC007017,false,Review Required
REL0046153,C005165,C005165,Case,ASSOCIATED_WITH,PH006659,Phone,2020-01-12 19:48:00,,0.908,DOC005165,false,Review Required
REL0046154,C004802,C004802,Case,ASSOCIATED_WITH,PH006435,Phone,2020-12-03 15:07:00,,0.967,DOC004802,true,Verified
REL0046155,C004752,C004752,Case,ASSOCIATED_WITH,PH004757,Phone,2022-04-11 05:00:00,,0.919,DOC004752,false,Review Required
REL0046156,C003141,C003141,Case,ASSOCIATED_WITH,PH007743,Phone,2020-10-18 09:36:00,,0.905,DOC003141,false,Review Required
REL0046157,C004350,C004350,Case,ASSOCIATED_WITH,PH004535,Phone,2023-07-18 14:07:00,,0.922,DOC004350,false,Review Required
REL0046158,C000103,C000103,Case,ASSOCIATED_WITH,PH007341,Phone,2021-02-17 17:32:00,,0.957,DOC000103,true,Verified
REL0046159,C007539,C007539,Case,ASSOCIATED_WITH,PH000305,Phone,2023-08-24 15:59:00,,0.937,DOC007539,false,Review Required
REL0046160,C003163,C003163,Case,ASSOCIATED_WITH,PH002500,Phone,2022-01-03 20:31:00,,0.966,DOC003163,true,Verified
REL0046161,C001687,C001687,Case,ASSOCIATED_WITH,PH003748,Phone,2021-03-27 17:33:00,,0.979,DOC001687,true,Verified
REL0046162,C005032,C005032,Case,ASSOCIATED_WITH,PH001951,Phone,2023-07-17 08:51:00,,0.973,DOC005032,true,Verified
REL0046163,C009964,C009964,Case,ASSOCIATED_WITH,PH002598,Phone,2024-03-05 23:33:00,,0.951,DOC009964,true,Verified
REL0046164,C000828,C000828,Case,ASSOCIATED_WITH,PH008129,Phone,2020-06-11 12:59:00,,0.982,DOC000828,true,Verified
REL0046165,C005753,C005753,Case,ASSOCIATED_WITH,PH008508,Phone,2018-02-27 00:38:00,,0.923,DOC005753,false,Review Required
REL0046166,C007379,C007379,Case,ASSOCIATED_WITH,PH000772,Phone,2022-03-12 12:40:00,,0.94,DOC007379,false,Review Required
REL0046167,C009268,C009268,Case,ASSOCIATED_WITH,PH001360,Phone,2021-04-20 07:24:00,,0.952,DOC009268,true,Verified
REL0046168,C001806,C001806,Case,ASSOCIATED_WITH,PH001877,Phone,2024-05-19 20:03:00,,0.93,DOC001806,false,Review Required
REL0046169,C006422,C006422,Case,ASSOCIATED_WITH,PH001918,Phone,2023-07-01 10:41:00,,0.9,DOC006422,false,Review Required
REL0046170,C000816,C000816,Case,ASSOCIATED_WITH,PH008248,Phone,2023-01-08 14:22:00,,0.917,DOC000816,false,Review Required
REL0046171,C008563,C008563,Case,ASSOCIATED_WITH,PH001223,Phone,2023-05-10 20:20:00,,0.913,DOC008563,false,Review Required
REL0046172,C001156,C001156,Case,ASSOCIATED_WITH,PH000165,Phone,2023-11-21 03:21:00,,0.975,DOC001156,true,Verified
REL0046173,C003942,C003942,Case,ASSOCIATED_WITH,PH000544,Phone,2023-10-04 14:45:00,,0.961,DOC003942,true,Verified
REL0046174,C003210,C003210,Case,ASSOCIATED_WITH,PH008924,Phone,2018-02-13 21:39:00,,0.99,DOC003210,true,Verified
REL0046175,C001160,C001160,Case,ASSOCIATED_WITH,PH001324,Phone,2024-05-12 22:27:00,,0.947,DOC001160,false,Review Required
REL0046176,C002161,C002161,Case,ASSOCIATED_WITH,PH006965,Phone,2021-01-16 23:44:00,,0.976,DOC002161,true,Verified
REL0046177,C003679,C003679,Case,ASSOCIATED_WITH,PH001778,Phone,2021-10-13 11:28:00,,0.984,DOC003679,true,Verified
REL0046178,C000359,C000359,Case,ASSOCIATED_WITH,PH003517,Phone,2022-05-30 10:40:00,,0.919,DOC000359,false,Review Required
REL0046179,C005692,C005692,Case,ASSOCIATED_WITH,PH009644,Phone,2019-05-29 14:18:00,,0.987,DOC005692,true,Verified
REL0046180,C003320,C003320,Case,ASSOCIATED_WITH,PH007394,Phone,2019-02-07 09:32:00,,0.952,DOC003320,true,Verified
REL0046181,C000052,C000052,Case,ASSOCIATED_WITH,PH006000,Phone,2023-01-22 09:27:00,,0.965,DOC000052,true,Verified
REL0046182,C000691,C000691,Case,ASSOCIATED_WITH,PH005888,Phone,2021-03-03 17:42:00,,0.979,DOC000691,true,Verified
REL0046183,C008264,C008264,Case,ASSOCIATED_WITH,PH007019,Phone,2021-09-17 19:11:00,,0.934,DOC008264,false,Review Required
REL0046184,C006850,C006850,Case,ASSOCIATED_WITH,PH003439,Phone,2019-03-03 11:24:00,,0.935,DOC006850,false,Review Required
REL0046185,C000418,C000418,Case,ASSOCIATED_WITH,PH008931,Phone,2018-05-08 14:35:00,,0.99,DOC000418,true,Verified
REL0046186,C002300,C002300,Case,ASSOCIATED_WITH,PH000248,Phone,2023-03-28 10:06:00,,0.969,DOC002300,true,Verified
REL0046187,C001649,C001649,Case,ASSOCIATED_WITH,PH007607,Phone,2022-06-23 09:24:00,,0.961,DOC001649,true,Verified
REL0046188,C006839,C006839,Case,ASSOCIATED_WITH,PH008871,Phone,2023-09-04 20:53:00,,0.913,DOC006839,false,Review Required
REL0046189,C003244,C003244,Case,ASSOCIATED_WITH,PH006154,Phone,2023-02-03 20:49:00,,0.93,DOC003244,false,Review Required
REL0046190,C009211,C009211,Case,ASSOCIATED_WITH,PH005601,Phone,2019-01-17 17:36:00,,0.985,DOC009211,true,Verified
REL0046191,C005733,C005733,Case,ASSOCIATED_WITH,PH005916,Phone,2021-07-13 18:55:00,,0.927,DOC005733,false,Review Required
REL0046192,C002147,C002147,Case,ASSOCIATED_WITH,PH001080,Phone,2023-03-06 11:47:00,,0.953,DOC002147,true,Verified
REL0046193,C001157,C001157,Case,ASSOCIATED_WITH,PH002615,Phone,2023-11-14 04:44:00,,0.947,DOC001157,false,Review Required
REL0046194,C006978,C006978,Case,ASSOCIATED_WITH,PH008835,Phone,2023-03-30 21:29:00,,0.985,DOC006978,true,Verified
REL0046195,C001353,C001353,Case,ASSOCIATED_WITH,PH003708,Phone,2020-06-18 13:17:00,,0.934,DOC001353,false,Review Required
REL0046196,C007242,C007242,Case,ASSOCIATED_WITH,PH004291,Phone,2020-07-01 23:44:00,,0.971,DOC007242,true,Verified
REL0046197,C001760,C001760,Case,ASSOCIATED_WITH,PH008418,Phone,2019-01-06 18:52:00,,0.905,DOC001760,false,Review Required
REL0046198,C003715,C003715,Case,ASSOCIATED_WITH,PH004342,Phone,2018-12-07 18:32:00,,0.954,DOC003715,true,Verified
REL0046199,C006845,C006845,Case,ASSOCIATED_WITH,PH003917,Phone,2020-08-31 00:13:00,,0.918,DOC006845,false,Review Required
REL0046200,C002817,C002817,Case,ASSOCIATED_WITH,PH001982,Phone,2022-01-10 23:31:00,,0.913,DOC002817,false,Review Required
REL0046201,C004778,C004778,Case,ASSOCIATED_WITH,PH005909,Phone,2019-08-21 19:55:00,,0.927,DOC004778,false,Review Required
REL0046202,C000003,C000003,Case,ASSOCIATED_WITH,PH009928,Phone,2024-06-30 23:52:00,,0.918,DOC000003,false,Review Required
REL0046203,C005593,C005593,Case,ASSOCIATED_WITH,PH006513,Phone,2018-12-16 23:29:00,,0.929,DOC005593,false,Review Required
REL0046204,C008427,C008427,Case,ASSOCIATED_WITH,PH002178,Phone,2022-06-07 15:56:00,,0.976,DOC008427,true,Verified
REL0046205,C004893,C004893,Case,ASSOCIATED_WITH,PH009457,Phone,2019-11-20 00:12:00,,0.988,DOC004893,true,Verified
REL0046206,C004013,C004013,Case,ASSOCIATED_WITH,PH000683,Phone,2023-11-17 13:01:00,,0.954,DOC004013,true,Verified
