case_id,fir_number,case_type,crime_category,crime_subcategory,ipc_section,registration_date,incident_date,incident_time,police_station_id,district,city,state,latitude,longitude,case_status,severity,investigating_officer_id,source,description
C004738,PUNE/FIR/2019/04738,FIR,Theft,Theft of property,IPC 379,2022-11-18,2022-11-04,11:07:00,PS_SHIVAJINAGAR,Pune,Pune,Maharashtra,18.53153,73.856443,Registered,Medium,IO0284,SYNTH_FIR_DB,Synthetic theft of property case recorded for the Shivajinagar area. Severity classification: Medium.
C004739,PUNE/FIR/2018/04739,FIR,Theft,Theft of property,IPC 379,2018-09-17,2018-09-09,15:43:00,PS_SHIVAJINAGAR,Pune,Pune,Maharashtra,18.527049,73.842187,Closed,High,IO0237,SYNTH_FIR_DB,Synthetic theft of property case recorded for the Shivajinagar area. Severity classification: High.
C004740,PUNE/FIR/2022/04740,FIR,Threat,Criminal intimidation,IPC 506,2023-08-14,2023-08-09,08:43:00,PS_SWARGATE,Pune,Pune,Maharashtra,18.497596,73.854833,Pending,Medium,IO0150,SYNTH_FIR_DB,Synthetic criminal intimidation case recorded for the Swargate area. Severity classification: Medium.
C004741,PUNE/FIR/2020/04741,Preliminary Inquiry,Theft,Theft of property,IPC 379,2023-07-24,2023-07-17,18:14:00,PS_WAKAD,Pune,Pune,Maharashtra,18.58938,73.755317,Pending,Medium,IO0099,SYNTH_COURT_LINK,Synthetic theft of property case recorded for the Wakad area. Severity classification: Medium.
C004742,PUNE/FIR/2022/04742,FIR,Theft,Theft of property,IPC 379,2023-06-30,2023-06-30,18:03:00,PS_CHINCHWAD,Pune,Pune,Maharashtra,18.629736,73.7956,Closed,Medium,IO0013,SYNTH_FIELD_REPORT,Synthetic theft of property case recorded for the Chinchwad area. Severity classification: Medium.
C004743,PUNE/FIR/2022/04743,FIR,Theft,Theft of property,IPC 379,2020-03-19,2020-03-11,18:42:00,PS_WAKAD,Pune,Pune,Maharashtra,18.588604,73.773662,Solved,Medium,IO0095,SYNTH_FIR_DB,Synthetic theft of property case recorded for the Wakad area. Severity classification: Medium.
C004744,PUNE/FIR/2023/04744,FIR,Theft,Theft of property,IPC 379,2020-09-20,2020-09-11,14:59:00,PS_BHOSARI,Pune,Pune,Maharashtra,18.641385,73.838319,Chargesheeted,Medium,IO0274,SYNTH_FIR_DB,Synthetic theft of property case recorded for the Bhosari area. Severity classification: Medium.
C004745,PUNE/FIR/2018/04745,FIR,Cyber Crime,Cheating by personation / cyber fraud,IPC 419/420,2022-09-20,2022-09-17,19:11:00,PS_SWARGATE,Pune,Pune,Maharashtra,18.508171,73.868277,Registered,Critical,IO0239,SYNTH_LEGACY_DB,Synthetic cheating by personation / cyber fraud case recorded for the Swargate area. Severity classification: Critical.
C004746,PUNE/FIR/2024/04746,FIR,Burglary,House-breaking / house-trespass,IPC 454,2019-02-01,2019-01-23,07:58:00,PS_VIMAN_NAGAR,Pune,Pune,Maharashtra,18.56386,73.907896,Under Investigation,High,IO0084,SYNTH_FIELD_REPORT,Synthetic house-breaking / house-trespass case recorded for the Viman Nagar area. Severity classification: High.
C004747,PUNE/FIR/2018/04747,FIR,Fraud,Cheating,IPC 420,2022-11-29,2022-11-27,04:13:00,PS_BHOSARI,Pune,Pune,Maharashtra,18.634644,73.855694,Chargesheeted,High,IO0070,SYNTH_CASE_DB,Synthetic cheating case recorded for the Bhosari area. Severity classification: High.
C004748,PUNE/FIR/2021/04748,Complaint,Robbery,Robbery,IPC 392,2023-11-09,2023-11-04,21:27:00,PS_KOTHRUD,Pune,Pune,Maharashtra,18.513747,73.804489,Solved,High,IO0270,SYNTH_COURT_LINK,Synthetic robbery case recorded for the Kothrud area. Severity classification: High.
C004749,PUNE/FIR/2023/04749,FIR,Theft,Theft of property,IPC 379,2020-11-14,2020-11-14,08:46:00,PS_SHIVAJINAGAR,Pune,Pune,Maharashtra,18.528266,73.848587,Chargesheeted,Medium,IO0049,SYNTH_FIR_DB,Synthetic theft of property case recorded for the Shivajinagar area. Severity classification: Medium.
C004750,PUNE/FIR/2020/04750,FIR,Theft,Theft in dwelling house,IPC 380,2020-03-02,2020-02-27,20:18:00,PS_KOTHRUD,Pune,Pune,Maharashtra,18.501811,73.819407,Chargesheeted,High,IO0148,SYNTH_CASE_DB,Synthetic theft in dwelling house case recorded for the Kothrud area. Severity classification: High.
C004751,PUNE/FIR/2018/04751,FIR,Fraud,Cheating,IPC 420,2019-08-31,2019-08-27,02:05:00,PS_DHANKAWADI,Pune,Pune,Maharashtra,18.468961,73.86047,Solved,High,IO0215,SYNTH_FIR_DB,Synthetic cheating case recorded for the Dhankawadi area. Severity classification: High.
C004752,PUNE/FIR/2019/04752,FIR,Burglary,House-breaking / house-trespass,IPC 454,2022-04-16,2022-04-11,05:00:00,PS_HADAPSAR,Pune,Pune,Maharashtra,18.512723,73.929636,Under Investigation,High,IO0168,SYNTH_LEGACY_DB,Synthetic house-breaking / house-trespass case recorded for the Hadapsar area. Severity classification: High.
C004753,PUNE/FIR/2018/04753,FIR,Fraud,Cheating,IPC 420,2022-01-30,2022-01-17,18:22:00,PS_CHINCHWAD,Pune,Pune,Maharashtra,18.629962,73.802004,Solved,Critical,IO0103,SYNTH_FIELD_REPORT,Synthetic cheating case recorded for the Chinchwad area. Severity classification: Critical.
C004754,PUNE/FIR/2024/04754,FIR,Burglary,House-breaking / house-trespass,IPC 454,2022-12-14,2022-12-11,21:41:00,PS_SHIVAJINAGAR,Pune,Pune,Maharashtra,18.538468,73.857608,Registered,High,IO0026,SYNTH_FIELD_REPORT,Synthetic house-breaking / house-trespass case recorded for the Shivajinagar area. Severity classification: High.
C004755,PUNE/FIR/2022/04755,Special Report,Assault,Voluntarily causing hurt,IPC 323,2021-02-08,2021-02-08,18:52:00,PS_BHOSARI,Pune,Pune,Maharashtra,18.640214,73.856764,Closed,Critical,IO0229,SYNTH_FIELD_REPORT,Synthetic voluntarily causing hurt case recorded for the Bhosari area. Severity classification: Critical.
C004756,PUNE/FIR/2019/04756,FIR,Assault,Voluntarily causing hurt,IPC 323,2018-08-17,2018-08-05,08:12:00,PS_VIMAN_NAGAR,Pune,Pune,Maharashtra,18.560047,73.91458,Under Investigation,Medium,IO0074,SYNTH_CASE_DB,Synthetic voluntarily causing hurt case recorded for the Viman Nagar area. Severity classification: Medium.
C004757,PUNE/FIR/2022/04757,FIR,Theft,Theft of property,IPC 379,2018-05-11,2018-05-09,07:33:00,PS_PIMPRI,Pune,Pune,Maharashtra,18.62636,73.796042,Solved,Medium,IO0097,SYNTH_CASE_DB,Synthetic theft of property case recorded for the Pimpri area. Severity classification: Medium.
C004758,PUNE/FIR/2021/04758,Complaint,Threat,Criminal intimidation,IPC 506,2020-08-19,2020-08-05,13:41:00,PS_PIMPRI,Pune,Pune,Maharashtra,18.636085,73.800867,Under Investigation,Medium,IO0126,SYNTH_FIELD_REPORT,Synthetic criminal intimidation case recorded for the Pimpri area. Severity classification: Medium.
C004759,PUNE/FIR/2020/04759,FIR,Theft,Theft of property,IPC 379,2022-12-25,2022-12-19,19:15:00,PS_KOTHRUD,Pune,Pune,Maharashtra,18.518191,73.801175,Closed,Medium,IO0171,SYNTH_FIR_DB,Synthetic theft of property case recorded for the Kothrud area. Severity classification: Medium.
C004760,PUNE/FIR/2022/04760,FIR,Forgery,Using forged document,IPC 471,2021-07-21,2021-07-11,09:28:00,PS_AUNDH,Pune,Pune,Maharashtra,18.550941,73.815865,Chargesheeted,Critical,IO0257,SYNTH_FIR_DB,Synthetic using forged document case recorded for the Aundh area. Severity classification: Critical.
C004761,PUNE/FIR/2018/04761,Complaint,Fraud,Criminal breach of trust,IPC 406,2023-11-20,2023-11-14,04:45:00,PS_BANER,Pune,Pune,Maharashtra,18.565914,73.789283,Pending,High,IO0026,SYNTH_COURT_LINK,Synthetic criminal breach of trust case recorded for the Baner area. Severity classification: High.
C004762,PUNE/FIR/2021/04762,FIR,Sexual Offence,Sexual harassment,IPC 354A,2024-04-15,2024-04-08,17:40:00,PS_AUNDH,Pune,Pune,Maharashtra,18.552826,73.812523,Chargesheeted,High,IO0189,SYNTH_CASE_DB,Synthetic sexual harassment case recorded for the Aundh area. Severity classification: High.
C004763,PUNE/FIR/2023/04763,FIR,Theft,Theft in dwelling house,IPC 380,2021-09-08,2021-09-05,00:04:00,PS_KOTHRUD,Pune,Pune,Maharashtra,18.518568,73.819177,Unsolved,High,IO0167,SYNTH_CASE_DB,Synthetic theft in dwelling house case recorded for the Kothrud area. Severity classification: High.
C004764,PUNE/FIR/2022/04764,FIR,Theft,Theft of property,IPC 379,2019-07-08,2019-07-04,23:29:00,PS_HADAPSAR,Pune,Pune,Maharashtra,18.517689,73.923215,Pending,Medium,IO0218,SYNTH_COURT_LINK,Synthetic theft of property case recorded for the Hadapsar area. Severity classification: Medium.
C004765,PUNE/FIR/2021/04765,Complaint,Theft,Theft of property,IPC 379,2018-08-13,2018-08-03,08:30:00,PS_DHANKAWADI,Pune,Pune,Maharashtra,18.475312,73.853015,Registered,Medium,IO0169,SYNTH_COURT_LINK,Synthetic theft of property case recorded for the Dhankawadi area. Severity classification: Medium.
C004766,PUNE/FIR/2022/04766,FIR,Property,Mischief causing damage,IPC 427,2018-07-06,2018-06-22,17:24:00,PS_AUNDH,Pune,Pune,Maharashtra,18.550887,73.815257,Pending,High,IO0173,SYNTH_LEGACY_DB,Synthetic mischief causing damage case recorded for the Aundh area. Severity classification: High.
C004767,PUNE/FIR/2018/04767,Complaint,Theft,Theft of property,IPC 379,2018-10-25,2018-10-20,23:26:00,PS_HADAPSAR,Pune,Pune,Maharashtra,18.512077,73.917582,Solved,High,IO0271,SYNTH_FIR_DB,Synthetic theft of property case recorded for the Hadapsar area. Severity classification: High.
C004768,PUNE/FIR/2023/04768,FIR,Theft,Theft of property,IPC 379,2019-10-19,2019-10-19,19:20:00,PS_VISHRANTWADI,Pune,Pune,Maharashtra,18.555182,73.887418,Under Investigation,Medium,IO0263,SYNTH_LEGACY_DB,Synthetic theft of property case recorded for the Vishrantwadi area. Severity classification: Medium.
C004769,PUNE/FIR/2018/04769,FIR,Forgery,Forgery,IPC 465,2023-12-12,2023-11-30,17:48:00,PS_KOTHRUD,Pune,Pune,Maharashtra,18.501399,73.798197,Solved,Medium,IO0103,SYNTH_CASE_DB,Synthetic forgery case recorded for the Kothrud area. Severity classification: Medium.
C004770,PUNE/FIR/2018/04770,FIR,Theft,Theft of property,IPC 379,2021-06-14,2021-06-01,22:52:00,PS_WAKAD,Pune,Pune,Maharashtra,18.604812,73.756716,Registered,Medium,IO0201,SYNTH_LEGACY_DB,Synthetic theft of property case recorded for the Wakad area. Severity classification: Medium.
C004771,PUNE/FIR/2021/04771,Complaint,Robbery,Robbery,IPC 392,2019-08-23,2019-08-16,21:55:00,PS_BHOSARI,Pune,Pune,Maharashtra,18.621517,73.835129,Pending,High,IO0073,SYNTH_FIELD_REPORT,Synthetic robbery case recorded for the Bhosari area. Severity classification: High.
C004772,PUNE/FIR/2022/04772,Complaint,Robbery,Robbery,IPC 392,2020-03-19,2020-03-13,16:27:00,PS_DHANKAWADI,Pune,Pune,Maharashtra,18.472384,73.854199,Pending,High,IO0003,SYNTH_CASE_DB,Synthetic robbery case recorded for the Dhankawadi area. Severity classification: High.
C004773,PUNE/FIR/2019/04773,FIR,Robbery,Robbery,IPC 392,2021-03-14,2021-03-01,14:41:00,PS_SHIVAJINAGAR,Pune,Pune,Maharashtra,18.523706,73.836287,Unsolved,Critical,IO0081,SYNTH_COURT_LINK,Synthetic robbery case recorded for the Shivajinagar area. Severity classification: Critical.
C004774,PUNE/FIR/2021/04774,Complaint,Assault,Voluntarily causing hurt,IPC 323,2022-02-24,2022-02-22,16:21:00,PS_HADAPSAR,Pune,Pune,Maharashtra,18.502699,73.933915,Under Investigation,High,IO0208,SYNTH_FIR_DB,Synthetic voluntarily causing hurt case recorded for the Hadapsar area. Severity classification: High.
C004775,PUNE/FIR/2020/04775,FIR,Assault,Voluntarily causing hurt,IPC 323,2023-10-30,2023-10-23,20:43:00,PS_KONDHWA,Pune,Pune,Maharashtra,18.463093,73.894172,Under Investigation,Medium,IO0135,SYNTH_COURT_LINK,Synthetic voluntarily causing hurt case recorded for the Kondhwa area. Severity classification: Medium.
C004776,PUNE/FIR/2022/04776,FIR,Fraud,Cheating,IPC 420,2019-01-22,2019-01-11,19:31:00,PS_HADAPSAR,Pune,Pune,Maharashtra,18.506705,73.922673,Chargesheeted,High,IO0175,SYNTH_FIR_DB,Synthetic cheating case recorded for the Hadapsar area. Severity classification: High.
C004777,PUNE/FIR/2023/04777,FIR,Property,Mischief causing damage,IPC 427,2021-10-05,2021-09-28,12:13:00,PS_SWARGATE,Pune,Pune,Maharashtra,18.512145,73.867668,Under Investigation,Medium,IO0197,SYNTH_FIR_DB,Synthetic mischief causing damage case recorded for the Swargate area. Severity classification: Medium.
C004778,PUNE/FIR/2020/04778,Complaint,Theft,Theft of property,IPC 379,2019-08-28,2019-08-21,19:55:00,PS_KATRAJ,Pune,Pune,Maharashtra,18.449931,73.869799,Solved,High,IO0096,SYNTH_FIELD_REPORT,Synthetic theft of property case recorded for the Katraj area. Severity classification: High.
C004779,PUNE/FIR/2022/04779,FIR,Theft,Theft of property,IPC 379,2020-06-03,2020-05-20,20:01:00,PS_BANER,Pune,Pune,Maharashtra,18.567333,73.782612,Unsolved,Medium,IO0111,SYNTH_CASE_DB,Synthetic theft of property case recorded for the Baner area. Severity classification: Medium.
C004780,PUNE/FIR/2019/04780,FIR,Property,Mischief causing damage,IPC 427,2018-10-13,2018-10-04,17:32:00,PS_CHINCHWAD,Pune,Pune,Maharashtra,18.637698,73.801426,Registered,Medium,IO0291,SYNTH_CASE_DB,Synthetic mischief causing damage case recorded for the Chinchwad area. Severity classification: Medium.
C004781,PUNE/FIR/2023/04781,FIR,Theft,Theft of property,IPC 379,2019-05-03,2019-04-27,21:14:00,PS_DHANKAWADI,Pune,Pune,Maharashtra,18.463016,73.860064,Pending,Medium,IO0054,SYNTH_FIR_DB,Synthetic theft of property case recorded for the Dhankawadi area. Severity classification: Medium.
C004782,PUNE/FIR/2021/04782,FIR,Theft,Theft of property,IPC 379,2022-09-15,2022-09-09,13:24:00,PS_KOTHRUD,Pune,Pune,Maharashtra,18.508029,73.811851,Solved,Medium,IO0282,SYNTH_CASE_DB,Synthetic theft of property case recorded for the Kothrud area. Severity classification: Medium.
C004783,PUNE/FIR/2020/04783,Complaint,Fraud,Cheating,IPC 420,2020-05-21,2020-05-10,17:48:00,PS_BHOSARI,Pune,Pune,Maharashtra,18.637939,73.836505,Unsolved,High,IO0038,SYNTH_CASE_DB,Synthetic cheating case recorded for the Bhosari area. Severity classification: High.
C004784,PUNE/FIR/2023/04784,FIR,Burglary,House-breaking / house-trespass,IPC 454,2023-02-08,2023-01-28,07:01:00,PS_KATRAJ,Pune,Pune,Maharashtra,18.455572,73.871928,Chargesheeted,High,IO0208,SYNTH_FIR_DB,Synthetic house-breaking / house-trespass case recorded for the Katraj area. Severity classification: High.
C004785,PUNE/FIR/2019/04785,Complaint,Fraud,Cheating,IPC 420,2020-05-27,2020-05-27,09:12:00,PS_YERAWADA,Pune,Pune,Maharashtra,18.545612,73.869337,Under Investigation,Critical,IO0345,SYNTH_CASE_DB,Synthetic cheating case recorded for the Yerawada area. Severity classification: Critical.
C004786,PUNE/FIR/2018/04786,FIR,Theft,Theft of property,IPC 379,2023-10-24,2023-10-13,21:57:00,PS_WAKAD,Pune,Pune,Maharashtra,18.59211,73.756479,Chargesheeted,Medium,IO0157,SYNTH_FIELD_REPORT,Synthetic theft of property case recorded for the Wakad area. Severity classification: Medium.
C004787,PUNE/FIR/2021/04787,Complaint,Property,Mischief causing damage,IPC 427,2019-11-02,2019-10-27,14:50:00,PS_PIMPRI,Pune,Pune,Maharashtra,18.637352,73.806006,Registered,High,IO0037,SYNTH_CASE_DB,Synthetic mischief causing damage case recorded for the Pimpri area. Severity classification: High.
C004788,PUNE/FIR/2018/04788,FIR,Cyber Crime,Cheating by personation / cyber fraud,IPC 419/420,2023-01-29,2023-01-24,07:01:00,PS_SHIVAJINAGAR,Pune,Pune,Maharashtra,18.541718,73.848908,Registered,High,IO0174,SYNTH_FIR_DB,Synthetic cheating by personation / cyber fraud case recorded for the Shivajinagar area. Severity classification: High.
C004789,PUNE/FIR/2021/04789,FIR,Narcotics,Possession-related offence,IPC 272/273,2019-02-28,2019-02-23,21:10:00,PS_SWARGATE,Pune,Pune,Maharashtra,18.500485,73.856073,Solved,High,IO0192,SYNTH_CASE_DB,Synthetic possession-related offence case recorded for the Swargate area. Severity classification: High.
C004790,PUNE/FIR/2022/04790,Preliminary Inquiry,Forgery,Using forged document,IPC 471,2022-11-20,2022-11-08,16:29:00,PS_SHIVAJINAGAR,Pune,Pune,Maharashtra,18.542258,73.842103,Pending,High,IO0161,SYNTH_CASE_DB,Synthetic using forged document case recorded for the Shivajinagar area. Severity classification: High.
C004791,PUNE/FIR/2020/04791,FIR,Theft,Theft of property,IPC 379,2023-08-16,2023-08-12,21:53:00,PS_VIMAN_NAGAR,Pune,Pune,Maharashtra,18.57371,73.921693,Solved,High,IO0058,SYNTH_FIELD_REPORT,Synthetic theft of property case recorded for the Viman Nagar area. Severity classification: High.
C004792,PUNE/FIR/2020/04792,FIR,Theft,Theft of property,IPC 379,2019-04-02,2019-03-24,12:57:00,PS_KONDHWA,Pune,Pune,Maharashtra,18.457276,73.898682,Under Investigation,Medium,IO0256,SYNTH_FIR_DB,Synthetic theft of property case recorded for the Kondhwa area. Severity classification: Medium.
C004793,PUNE/FIR/2024/04793,FIR,Theft,Theft of property,IPC 379,2023-06-23,2023-06-10,19:21:00,PS_VIMAN_NAGAR,Pune,Pune,Maharashtra,18.564075,73.914757,Solved,Medium,IO0060,SYNTH_CASE_DB,Synthetic theft of property case recorded for the Viman Nagar area. Severity classification: Medium.
C004794,PUNE/FIR/2020/04794,FIR,Theft,Theft of property,IPC 379,2024-04-08,2024-03-27,12:13:00,PS_BHOSARI,Pune,Pune,Maharashtra,18.627923,73.84789,Under Investigation,Medium,IO0253,SYNTH_LEGACY_DB,Synthetic theft of property case recorded for the Bhosari area. Severity classification: Medium.
C004795,PUNE/FIR/2024/04795,FIR,Theft,Theft of property,IPC 379,2019-02-11,2019-01-30,11:12:00,PS_DHANKAWADI,Pune,Pune,Maharashtra,18.476597,73.841464,Under Investigation,Medium,IO0278,SYNTH_INTEL_DB,Synthetic theft of property case recorded for the Dhankawadi area. Severity classification: Medium.
C004796,PUNE/FIR/2024/04796,FIR,Fraud,Cheating,IPC 420,2024-04-08,2024-04-06,17:33:00,PS_SHIVAJINAGAR,Pune,Pune,Maharashtra,18.531251,73.857003,Solved,High,IO0249,SYNTH_LEGACY_DB,Synthetic cheating case recorded for the Shivajinagar area. Severity classification: High.
C004797,PUNE/FIR/2022/04797,FIR,Theft,Theft in dwelling house,IPC 380,2021-10-26,2021-10-12,08:02:00,PS_DHANKAWADI,Pune,Pune,Maharashtra,18.471571,73.858006,Unsolved,High,IO0010,SYNTH_CASE_DB,Synthetic theft in dwelling house case recorded for the Dhankawadi area. Severity classification: High.
C004798,PUNE/FIR/2021/04798,FIR,Assault,Grievous hurt,IPC 325,2021-01-15,2021-01-01,10:26:00,PS_PIMPRI,Pune,Pune,Maharashtra,18.631993,73.798431,Chargesheeted,High,IO0035,SYNTH_CASE_DB,Synthetic grievous hurt case recorded for the Pimpri area. Severity classification: High.
C004799,PUNE/FIR/2021/04799,Preliminary Inquiry,Theft,Theft of property,IPC 379,2023-10-26,2023-10-17,19:42:00,PS_AUNDH,Pune,Pune,Maharashtra,18.568255,73.808598,Unsolved,Medium,IO0053,SYNTH_FIR_DB,Synthetic theft of property case recorded for the Aundh area. Severity classification: Medium.
C004800,PUNE/FIR/2020/04800,FIR,Property,Mischief causing damage,IPC 427,2020-04-06,2020-03-30,15:42:00,PS_CHINCHWAD,Pune,Pune,Maharashtra,18.626066,73.808158,Under Investigation,High,IO0308,SYNTH_CASE_DB,Synthetic mischief causing damage case recorded for the Chinchwad area. Severity classification: High.
C004801,PUNE/FIR/2024/04801,FIR,Theft,Theft in dwelling house,IPC 380,2019-04-25,2019-04-15,11:10:00,PS_SWARGATE,Pune,Pune,Maharashtra,18.508594,73.863139,Chargesheeted,High,IO0084,SYNTH_FIR_DB,Synthetic theft in dwelling house case recorded for the Swargate area. Severity classification: High.
C004802,PUNE/FIR/2021/04802,Complaint,Theft,Theft of property,IPC 379,2020-12-08,2020-12-03,15:07:00,PS_KATRAJ,Pune,Pune,Maharashtra,18.449416,73.867726,Pending,High,IO0335,SYNTH_CASE_DB,Synthetic theft of property case recorded for the Katraj area. Severity classification: High.
C004803,PUNE/FIR/2022/04803,FIR,Cyber Crime,Cheating by personation / cyber fraud,IPC 419/420,2020-08-16,2020-08-09,10:23:00,PS_WAKAD,Pune,Pune,Maharashtra,18.595598,73.769711,Solved,High,IO0326,SYNTH_FIELD_REPORT,Synthetic cheating by personation / cyber fraud case recorded for the Wakad area. Severity classification: High.
C004804,PUNE/FIR/2024/04804,FIR,Property,Mischief causing damage,IPC 427,2018-06-06,2018-05-25,14:33:00,PS_DHANKAWADI,Pune,Pune,Maharashtra,18.455339,73.838527,Closed,Medium,IO0308,SYNTH_CASE_DB,Synthetic mischief causing damage case recorded for the Dhankawadi area. Severity classification: Medium.
C004805,PUNE/FIR/2021/04805,Complaint,Forgery,Using forged document,IPC 471,2019-10-17,2019-10-06,10:53:00,PS_HADAPSAR,Pune,Pune,Maharashtra,18.505703,73.937986,Pending,High,IO0220,SYNTH_FIR_DB,Synthetic using forged document case recorded for the Hadapsar area. Severity classification: High.
C004806,PUNE/FIR/2019/04806,Preliminary Inquiry,Fraud,Cheating,IPC 420,2018-09-14,2018-09-07,17:47:00,PS_HADAPSAR,Pune,Pune,Maharashtra,18.498105,73.916306,Registered,High,IO0136,SYNTH_LEGACY_DB,Synthetic cheating case recorded for the Hadapsar area. Severity classification: High.
C004807,PUNE/FIR/2020/04807,FIR,Theft,Theft of property,IPC 379,2018-03-17,2018-03-15,07:53:00,PS_YERAWADA,Pune,Pune,Maharashtra,18.542511,73.888379,Chargesheeted,Medium,IO0097,SYNTH_LEGACY_DB,Synthetic theft of property case recorded for the Yerawada area. Severity classification: Medium.
C004808,PUNE/FIR/2023/04808,FIR,Public Order,Rioting,IPC 147,2019-03-09,2019-03-07,10:28:00,PS_BANER,Pune,Pune,Maharashtra,18.552632,73.785699,Under Investigation,High,IO0094,SYNTH_CASE_DB,Synthetic rioting case recorded for the Baner area. Severity classification: High.
C004809,PUNE/FIR/2018/04809,Preliminary Inquiry,Burglary,House-breaking / house-trespass,IPC 454,2018-12-18,2018-12-07,09:20:00,PS_AUNDH,Pune,Pune,Maharashtra,18.568091,73.811545,Solved,Critical,IO0025,SYNTH_COURT_LINK,Synthetic house-breaking / house-trespass case recorded for the Aundh area. Severity classification: Critical.
C004810,PUNE/FIR/2018/04810,FIR,Fraud,Cheating,IPC 420,2022-01-16,2022-01-13,20:20:00,PS_AUNDH,Pune,Pune,Maharashtra,18.568744,73.812915,Under Investigation,High,IO0124,SYNTH_CASE_DB,Synthetic cheating case recorded for the Aundh area. Severity classification: High.
C004811,PUNE/FIR/2018/04811,Complaint,Fraud,Cheating,IPC 420,2019-08-04,2019-07-21,18:19:00,PS_CHINCHWAD,Pune,Pune,Maharashtra,18.625158,73.802947,Registered,High,IO0070,SYNTH_INTEL_DB,Synthetic cheating case recorded for the Chinchwad area. Severity classification: High.
C004812,PUNE/FIR/2022/04812,FIR,Fraud,Cheating,IPC 420,2018-12-02,2018-11-24,20:10:00,PS_PIMPRI,Pune,Pune,Maharashtra,18.637575,73.790191,Closed,High,IO0230,SYNTH_FIR_DB,Synthetic cheating case recorded for the Pimpri area. Severity classification: High.
C004813,PUNE/FIR/2023/04813,FIR,Public Order,Rioting,IPC 147,2022-10-10,2022-10-06,18:17:00,PS_YERAWADA,Pune,Pune,Maharashtra,18.537177,73.88092,Chargesheeted,High,IO0160,SYNTH_CASE_DB,Synthetic rioting case recorded for the Yerawada area. Severity classification: High.
C004814,PUNE/FIR/2019/04814,Complaint,Robbery,Robbery,IPC 392,2022-09-22,2022-09-21,20:32:00,PS_PIMPRI,Pune,Pune,Maharashtra,18.623361,73.798258,Closed,Critical,IO0313,SYNTH_CASE_DB,Synthetic robbery case recorded for the Pimpri area. Severity classification: Critical.
C004815,PUNE/FIR/2024/04815,Complaint,Property,Mischief causing damage,IPC 427,2023-06-08,2023-06-03,17:00:00,PS_HADAPSAR,Pune,Pune,Maharashtra,18.497608,73.918194,Pending,High,IO0207,SYNTH_FIELD_REPORT,Synthetic mischief causing damage case recorded for the Hadapsar area. Severity classification: High.
C004816,PUNE/FIR/2024/04816,FIR,Robbery,Robbery with preparation for hurt,IPC 393,2021-06-04,2021-06-03,19:18:00,PS_KONDHWA,Pune,Pune,Maharashtra,18.463368,73.880384,Under Investigation,Critical,IO0043,SYNTH_LEGACY_DB,Synthetic robbery with preparation for hurt case recorded for the Kondhwa area. Severity classification: Critical.
C004817,PUNE/FIR/2018/04817,Complaint,Narcotics,Possession-related offence,IPC 272/273,2021-06-21,2021-06-14,15:49:00,PS_PIMPRI,Pune,Pune,Maharashtra,18.626209,73.796694,Pending,Critical,IO0284,SYNTH_FIR_DB,Synthetic possession-related offence case recorded for the Pimpri area. Severity classification: Critical.
C004818,PUNE/FIR/2018/04818,FIR,Assault,Voluntarily causing hurt,IPC 323,2018-01-16,2018-01-13,20:19:00,PS_WAKAD,Pune,Pune,Maharashtra,18.610933,73.77199,Under Investigation,Medium,IO0082,SYNTH_FIR_DB,Synthetic voluntarily causing hurt case recorded for the Wakad area. Severity classification: Medium.
C004819,PUNE/FIR/2023/04819,Preliminary Inquiry,Robbery,Robbery,IPC 392,2022-04-01,2022-03-22,09:14:00,PS_KOTHRUD,Pune,Pune,Maharashtra,18.50283,73.798853,Pending,High,IO0110,SYNTH_FIR_DB,Synthetic robbery case recorded for the Kothrud area. Severity classification: High.
C004820,PUNE/FIR/2020/04820,FIR,Threat,Criminal intimidation,IPC 506,2024-01-16,2024-01-03,21:23:00,PS_SHIVAJINAGAR,Pune,Pune,Maharashtra,18.523993,73.848168,Solved,Medium,IO0214,SYNTH_FIELD_REPORT,Synthetic criminal intimidation case recorded for the Shivajinagar area. Severity classification: Medium.
C004821,PUNE/FIR/2021/04821,Complaint,Assault,Grievous hurt,IPC 325,2023-04-15,2023-04-02,17:16:00,PS_CHINCHWAD,Pune,Pune,Maharashtra,18.633059,73.807774,Unsolved,High,IO0121,SYNTH_FIR_DB,Synthetic grievous hurt case recorded for the Chinchwad area. Severity classification: High.
C004822,PUNE/FIR/2018/04822,FIR,Burglary,House-breaking / house-trespass,IPC 454,2018-02-08,2018-01-28,13:22:00,PS_CHINCHWAD,Pune,Pune,Maharashtra,18.63671,73.808789,Chargesheeted,High,IO0144,SYNTH_COURT_LINK,Synthetic house-breaking / house-trespass case recorded for the Chinchwad area. Severity classification: High.
C004823,PUNE/FIR/2023/04823,FIR,Cyber Crime,Cheating by personation / cyber fraud,IPC 419/420,2022-04-30,2022-04-30,16:15:00,PS_SHIVAJINAGAR,Pune,Pune,Maharashtra,18.533397,73.854297,Chargesheeted,Critical,IO0095,SYNTH_COURT_LINK,Synthetic cheating by personation / cyber fraud case recorded for the Shivajinagar area. Severity classification: Critical.
C004824,PUNE/FIR/2024/04824,FIR,Theft,Theft of property,IPC 379,2019-10-22,2019-10-09,21:16:00,PS_SHIVAJINAGAR,Pune,Pune,Maharashtra,18.526462,73.858905,Under Investigation,Medium,IO0241,SYNTH_FIR_DB,Synthetic theft of property case recorded for the Shivajinagar area. Severity classification: Medium.
