vehicle_id,registration_number,vehicle_type,make,model,color,registration_date,registered_owner_id,current_owner_id,status,insurance_status,source
V004790,MH12BV9030,Motorcycle,Hero,Splendor Plus,Black,2012-05-10,P005367,P005367,Active,Active,SYNTH_VEHICLE_REGISTRY
V004791,MH12BV9167,Commercial,Tata,Ace,Brown,2023-03-03,P005367,P005367,Active,Active,SYNTH_FIELD_DB
V004792,MH12BV9204,Car,Hyundai,Creta,Red,2023-10-29,P006765,P006765,Active,Active,SYNTH_VEHICLE_REGISTRY
V004793,MH12BV9341,Motorcycle,Hero,Splendor Plus,Grey,2023-09-10,P005156,P005156,Active,Not Available,SYNTH_FIELD_DB
V004794,MH12BV9478,Car,Hyundai,i20,Red,2021-03-12,P001684,P002017,Transferred,Active,SYNTH_VEHICLE_REGISTRY
V004795,MH12BV9515,Car,Mahindra,XUV300,Grey,2025-01-01,P003456,P003456,Active,Active,SYNTH_INSURANCE_DB
V004796,MH12BV9652,Scooter,Suzuki,Access,Red,2014-05-15,P003362,P003362,Inactive,Active,SYNTH_FIELD_DB
V004797,MH12BV9789,Scooter,Honda,Activa,Silver,2024-04-20,P005505,P005656,Transferred,Active,SYNTH_FIELD_DB
V004798,MH12BV9826,Car,Hyundai,Creta,Brown,2014-12-29,P000974,P000974,Active,Active,SYNTH_INSURANCE_DB
V004799,MH12BV9963,Scooter,Suzuki,Access,Brown,2013-03-08,P001329,P001191,Transferred,Active,SYNTH_FIELD_DB
V004800,MH12BW0000,Motorcycle,Honda,Shine,Black,2016-07-18,P002383,P000282,Transferred,Active,SYNTH_VEHICLE_REGISTRY
V004801,MH12BW0137,Car,Hyundai,Creta,Black,2013-05-27,P006263,P006263,Active,Active,SYNTH_VEHICLE_REGISTRY
V004802,MH12BW0274,Car,Maruti Suzuki,Baleno,Red,2014-07-13,P005666,P005666,Active,Active,SYNTH_RTO_DB
V004803,MH12BW0311,Motorcycle,Honda,Shine,Silver,2014-05-07,P004178,P005814,Transferred,Active,SYNTH_INSURANCE_DB
V004804,MH12BW0448,Car,Mahindra,XUV300,White,2019-01-31,P001697,P001697,Scrapped,Active,SYNTH_FIELD_DB
V004805,MH12BW0585,Scooter,Honda,Activa,Brown,2025-01-02,P001921,P001921,Inactive,Active,SYNTH_VEHICLE_REGISTRY
V004806,MH12BW0622,Motorcycle,Honda,Shine,Blue,2025-08-12,P005660,P005660,Active,Expired,SYNTH_RTO_DB
V004807,MH12BW0759,Motorcycle,Honda,Shine,Silver,2012-06-22,P000653,P006578,Transferred,Active,SYNTH_RTO_DB
V004808,MH12BW0896,Motorcycle,Bajaj,Pulsar,Blue,2018-09-19,P004912,P004912,Active,Active,SYNTH_VEHICLE_REGISTRY
V004809,MH12BW0933,Car,Toyota,Innova,White,2022-01-23,P000342,P005141,Transferred,Active,SYNTH_VEHICLE_REGISTRY
V004810,MH12BW1070,Motorcycle,Hero,Splendor Plus,Silver,2011-06-08,P002437,P002437,Inactive,Active,SYNTH_FIELD_DB
V004811,MH12BW1107,Car,Hyundai,i20,Red,2022-03-19,P006122,P006122,Active,Not Available,SYNTH_RTO_DB
V004812,MH12BW1244,Motorcycle,Bajaj,Pulsar,Blue,2022-12-29,P004511,P004511,Active,Active,SYNTH_FIELD_DB
V004813,MH12BW1381,Car,Tata,Nexon,Brown,2014-12-05,P006269,P006269,Active,Active,SYNTH_VEHICLE_REGISTRY
V004814,MH12BW1418,Car,Hyundai,i20,Brown,2024-06-22,P001979,P001979,Active,Active,SYNTH_RTO_DB
V004815,MH12BW1555,Car,Tata,Nexon,Green,2024-08-12,P000318,P006795,Transferred,Expired,SYNTH_VEHICLE_REGISTRY
V004816,MH12BW1692,Commercial,Mahindra,Bolero Pickup,Blue,2017-04-14,P006265,P006265,Inactive,Active,SYNTH_VEHICLE_REGISTRY
V004817,MH12BW1729,Scooter,Honda,Activa,Red,2026-05-06,P000879,P000879,Active,Active,SYNTH_FIELD_DB
V004818,MH12BW1866,Scooter,Honda,Activa,White,2021-03-11,P001117,P001117,Inactive,Active,SYNTH_RTO_DB
V004819,MH12BW1903,Auto,Bajaj,RE,Brown,2018-04-15,P001287,P003357,Transferred,Active,SYNTH_RTO_DB
V004820,MH12BW2040,Car,Hyundai,Creta,Grey,2016-10-04,P002914,P003989,Transferred,Active,SYNTH_FIELD_DB
V004821,MH12BW2177,Car,Toyota,Innova,Black,2017-11-12,P001358,P003710,Transferred,Active,SYNTH_VEHICLE_REGISTRY
V004822,MH12BW2214,Scooter,TVS,Jupiter,White,2010-03-02,P004261,P004261,Active,Active,SYNTH_INSURANCE_DB
V004823,MH12BW2351,Car,Maruti Suzuki,Swift,Silver,2023-02-03,P001510,P003846,Transferred,Active,SYNTH_INSURANCE_DB
V004824,MH12BW2488,Car,Maruti Suzuki,Baleno,Green,2022-08-05,P001056,P001056,Active,Active,SYNTH_RTO_DB
V004825,MH12BW2525,Car,Hyundai,Creta,Black,2010-01-25,P004036,P004036,Active,Expired,SYNTH_INSURANCE_DB
V004826,MH12BW2662,Car,Hyundai,Creta,White,2026-06-04,P006623,P003201,Transferred,Expired,SYNTH_FIELD_DB
V004827,MH12BW2799,Motorcycle,Hero,Splendor Plus,Silver,2010-09-11,P006389,P006389,Active,Active,SYNTH_VEHICLE_REGISTRY
V004828,MH12BW2836,Motorcycle,Honda,Shine,Brown,2026-02-24,P001851,P001851,Active,Active,SYNTH_INSURANCE_DB
V004829,MH12BW2973,Car,Mahindra,XUV300,White,2015-01-21,P006625,P006625,Scrapped,Active,SYNTH_FIELD_DB
V004830,MH12BW3010,Auto,Bajaj,RE,Black,2025-11-06,P005101,P001709,Transferred,Active,SYNTH_VEHICLE_REGISTRY
V004831,MH12BW3147,Scooter,Suzuki,Access,Grey,2014-08-20,P000918,P000918,Active,Active,SYNTH_INSURANCE_DB
V004832,MH12BW3284,Car,Hyundai,Creta,Brown,2020-07-23,P002951,P002951,Active,Expired,SYNTH_FIELD_DB
V004833,MH12BW3321,Car,Maruti Suzuki,Baleno,Green,2010-07-14,P001234,P001234,Active,Active,SYNTH_FIELD_DB
V004834,MH12BW3458,Car,Maruti Suzuki,Baleno,Green,2022-05-20,P004067,P004067,Inactive,Active,SYNTH_VEHICLE_REGISTRY
V004835,MH12BW3595,Car,Tata,Nexon,Grey,2020-09-22,P001060,P001060,Active,Not Available,SYNTH_VEHICLE_REGISTRY
V004836,MH12BW3632,Motorcycle,Honda,Shine,Brown,2015-03-20,P002022,P001437,Transferred,Expired,SYNTH_INSURANCE_DB
V004837,MH12BW3769,Scooter,Honda,Activa,Black,2019-10-17,P001005,P001005,Active,Active,SYNTH_RTO_DB
V004838,MH12BW3806,Car,Maruti Suzuki,Baleno,Brown,2010-03-13,P001858,P001858,Inactive,Active,SYNTH_RTO_DB
V004839,MH12BW3943,Motorcycle,Bajaj,Pulsar,Green,2017-04-11,P001529,P001529,Active,Active,SYNTH_FIELD_DB
V004840,MH12BW4080,Motorcycle,Honda,Shine,Red,2011-02-28,P004154,P004154,Active,Active,SYNTH_RTO_DB
V004841,MH12BW4117,Motorcycle,Honda,Shine,Red,2022-02-12,P003242,P003242,Active,Expired,SYNTH_RTO_DB
V004842,MH12BW4254,Commercial,Mahindra,Bolero Pickup,Green,2010-09-21,P006821,P006821,Active,Active,SYNTH_FIELD_DB
V004843,MH12BW4391,Scooter,TVS,Jupiter,Green,2018-10-03,P000678,P000678,Inactive,Active,SYNTH_VEHICLE_REGISTRY
V004844,MH12BW4428,Motorcycle,Hero,Splendor Plus,Brown,2020-10-16,P000238,P000238,Active,Active,SYNTH_VEHICLE_REGISTRY
V004845,MH12BW4565,Commercial,Mahindra,Bolero Pickup,Brown,2022-12-25,P001211,P001211,Active,Active,SYNTH_INSURANCE_DB
V004846,MH12BW4602,Car,Maruti Suzuki,Baleno,Red,2011-05-08,P001151,P001151,Stolen,Active,SYNTH_FIELD_DB
V004847,MH12BW4739,Car,Mahindra,XUV300,Silver,2012-06-13,P004872,P004872,Active,Active,SYNTH_RTO_DB
V004848,MH12BW4876,Car,Mahindra,XUV300,Silver,2017-07-25,P001892,P001892,Active,Active,SYNTH_RTO_DB
V004849,MH12BW4913,Scooter,Suzuki,Access,Black,2016-08-21,P006150,P005183,Transferred,Active,SYNTH_RTO_DB
V004850,MH12BW5050,Commercial,Mahindra,Bolero Pickup,Grey,2017-03-24,P006760,P005588,Transferred,Active,SYNTH_INSURANCE_DB
V004851,MH12BW5187,Commercial,Tata,Ace,Black,2018-01-19,P001547,P005308,Transferred,Active,SYNTH_FIELD_DB
V004852,MH12BW5224,Car,Hyundai,i20,Black,2018-10-16,P006107,P006107,Scrapped,Not Available,SYNTH_INSURANCE_DB
V004853,MH12BW5361,Scooter,TVS,Jupiter,Blue,2017-06-01,P004504,P004504,Active,Not Available,SYNTH_INSURANCE_DB
V004854,MH12BW5498,Car,Hyundai,Creta,Brown,2022-05-08,P002349,P002349,Active,Active,SYNTH_INSURANCE_DB
V004855,MH12BW5535,Commercial,Mahindra,Bolero Pickup,Grey,2021-05-30,P006972,P005178,Transferred,Active,SYNTH_FIELD_DB
V004856,MH12BW5672,Car,Maruti Suzuki,Swift,Grey,2015-01-18,P001939,P005110,Transferred,Active,SYNTH_VEHICLE_REGISTRY
V004857,MH12BW5709,Motorcycle,Bajaj,Pulsar,Silver,2012-09-28,P006666,P006666,Active,Active,SYNTH_FIELD_DB
V004858,MH12BW5846,Motorcycle,Hero,Splendor Plus,Red,2010-12-06,P000108,P005420,Transferred,Expired,SYNTH_FIELD_DB
V004859,MH12BW5983,Scooter,Honda,Activa,Blue,2025-05-25,P003605,P003605,Inactive,Active,SYNTH_VEHICLE_REGISTRY
V004860,MH12BW6020,Commercial,Mahindra,Bolero Pickup,Green,2023-01-28,P005233,P005233,Active,Not Available,SYNTH_FIELD_DB
V004861,MH12BW6157,Car,Tata,Nexon,White,2026-07-25,P000169,P004025,Transferred,Active,SYNTH_VEHICLE_REGISTRY
V004862,MH12BW6294,Car,Maruti Suzuki,Baleno,Black,2021-03-19,P001217,P001217,Active,Active,SYNTH_VEHICLE_REGISTRY
V004863,MH12BW6331,Motorcycle,Bajaj,Pulsar,Black,2026-06-29,P004455,P004455,Active,Not Available,SYNTH_FIELD_DB
V004864,MH12BW6468,Commercial,Mahindra,Bolero Pickup,Red,2023-03-14,P004432,P004432,Active,Active,SYNTH_VEHICLE_REGISTRY
V004865,MH12BW6505,Scooter,TVS,Jupiter,Brown,2021-11-01,P000773,P006935,Transferred,Expired,SYNTH_INSURANCE_DB
V004866,MH12BW6642,Scooter,Suzuki,Access,Silver,2010-05-17,P005845,P005845,Inactive,Active,SYNTH_VEHICLE_REGISTRY
V004867,MH12BW6779,Car,Maruti Suzuki,Baleno,White,2011-12-04,P003978,P000401,Transferred,Active,SYNTH_INSURANCE_DB
V004868,MH12BW6816,Motorcycle,Hero,Splendor Plus,White,2015-05-08,P001790,P001790,Active,Active,SYNTH_VEHICLE_REGISTRY
V004869,MH12BW6953,Car,Maruti Suzuki,Swift,Green,2014-02-01,P006822,P004263,Transferred,Not Available,SYNTH_VEHICLE_REGISTRY
V004870,MH12BW7090,Car,Maruti Suzuki,Swift,Grey,2010-08-18,P001997,P001997,Inactive,Expired,SYNTH_RTO_DB
V004871,MH12BW7127,Motorcycle,Hero,Splendor Plus,Green,2019-08-01,P000100,P000314,Transferred,Active,SYNTH_VEHICLE_REGISTRY
V004872,MH12BW7264,Car,Toyota,Innova,Silver,2018-08-31,P001626,P002826,Transferred,Expired,SYNTH_FIELD_DB
V004873,MH12BW7301,Scooter,TVS,Jupiter,Blue,2022-09-19,P004514,P004514,Active,Expired,SYNTH_VEHICLE_REGISTRY
V004874,MH12BW7438,Car,Toyota,Innova,Grey,2014-01-17,P004590,P004590,Active,Active,SYNTH_RTO_DB
V004875,MH12BW7575,Commercial,Mahindra,Bolero Pickup,Red,2015-08-25,P005264,P002958,Transferred,Expired,SYNTH_FIELD_DB
V004876,MH12BW7612,Scooter,Suzuki,Access,Brown,2021-02-01,P001733,P001733,Active,Expired,SYNTH_INSURANCE_DB
V004877,MH12BW7749,Car,Maruti Suzuki,Swift,Green,2024-09-02,P000215,P000215,Active,Active,SYNTH_RTO_DB
V004878,MH12BW7886,Motorcycle,Bajaj,Pulsar,White,2010-08-11,P001367,P001367,Active,Active,SYNTH_FIELD_DB
V004879,MH12BW7923,Motorcycle,Bajaj,Pulsar,Grey,2015-12-02,P004600,P004600,Active,Active,SYNTH_RTO_DB
V004880,MH12BW8060,Car,Tata,Nexon,Silver,2018-07-20,P002778,P004068,Transferred,Expired,SYNTH_RTO_DB
V004881,MH12BW8197,Car,Maruti Suzuki,Baleno,Red,2011-09-06,P003089,P003089,Active,Active,SYNTH_RTO_DB
V004882,MH12BW8234,Car,Tata,Nexon,Grey,2021-09-21,P000513,P000513,Active,Expired,SYNTH_FIELD_DB
V004883,MH12BW8371,Car,Maruti Suzuki,Swift,Black,2016-01-26,P003438,P003438,Active,Not Available,SYNTH_INSURANCE_DB
V004884,MH12BW8408,Car,Toyota,Innova,Brown,2012-05-23,P001392,P000098,Transferred,Active,SYNTH_INSURANCE_DB
V004885,MH12BW8545,Car,Mahindra,XUV300,Grey,2021-07-25,P003746,P003746,Active,Active,SYNTH_INSURANCE_DB
V004886,MH12BW8682,Commercial,Tata,Ace,White,2012-04-21,P000252,P000252,Active,Active,SYNTH_FIELD_DB
V004887,MH12BW8719,Motorcycle,Hero,Splendor Plus,White,2020-10-01,P003855,P003855,Active,Active,SYNTH_RTO_DB
V004888,MH12BW8856,Car,Hyundai,i20,Brown,2010-08-02,P006831,P000574,Transferred,Active,SYNTH_RTO_DB
V004889,MH12BW8993,Motorcycle,Hero,Splendor Plus,Brown,2024-09-04,P002409,P002409,Active,Expired,SYNTH_INSURANCE_DB
V004890,MH12BW9030,Car,Tata,Nexon,White,2025-02-09,P006989,P001228,Transferred,Active,SYNTH_FIELD_DB
V004891,MH12BW9167,Car,Maruti Suzuki,Baleno,Grey,2016-06-12,P002537,P003880,Transferred,Expired,SYNTH_FIELD_DB
V004892,MH12BW9204,Car,Maruti Suzuki,Baleno,Red,2011-12-31,P004134,P004134,Inactive,Active,SYNTH_FIELD_DB
V004893,MH12BW9341,Car,Tata,Nexon,Blue,2013-03-28,P006532,P004634,Transferred,Active,SYNTH_VEHICLE_REGISTRY
V004894,MH12BW9478,Car,Maruti Suzuki,Baleno,Silver,2012-04-04,P000181,P000181,Active,Active,SYNTH_RTO_DB
V004895,MH12BW9515,Car,Hyundai,Creta,Brown,2013-05-03,P003598,P003598,Active,Active,SYNTH_INSURANCE_DB
V004896,MH12BW9652,Car,Hyundai,i20,Black,2015-06-09,P003352,P003352,Active,Not Available,SYNTH_FIELD_DB
V004897,MH12BW9789,Motorcycle,Hero,Splendor Plus,Green,2012-04-27,P005737,P005737,Active,Active,SYNTH_VEHICLE_REGISTRY
V004898,MH12BW9826,Commercial,Tata,Ace,Green,2025-02-26,P004644,P004644,Active,Active,SYNTH_VEHICLE_REGISTRY
V004899,MH12BW9963,Scooter,TVS,Jupiter,Silver,2014-09-11,P002333,P002333,Active,Expired,SYNTH_RTO_DB
V004900,MH12BX0000,Car,Tata,Nexon,Silver,2024-04-06,P002120,P002120,Active,Active,SYNTH_INSURANCE_DB
V004901,MH12BX0137,Car,Maruti Suzuki,Baleno,Grey,2013-01-02,P006087,P006087,Inactive,Active,SYNTH_RTO_DB
V004902,MH12BX0274,Motorcycle,Honda,Shine,Blue,2015-04-23,P000677,P000677,Active,Active,SYNTH_VEHICLE_REGISTRY
V004903,MH12BX0311,Scooter,TVS,Jupiter,Brown,2015-03-17,P000425,P000425,Active,Active,SYNTH_VEHICLE_REGISTRY
V004904,MH12BX0448,Car,Tata,Nexon,Green,2023-03-05,P001383,P001383,Active,Active,SYNTH_RTO_DB
V004905,MH12BX0585,Scooter,TVS,Jupiter,Red,2012-11-23,P001414,P001414,Scrapped,Active,SYNTH_VEHICLE_REGISTRY
V004906,MH12BX0622,Motorcycle,Bajaj,Pulsar,Blue,2013-03-21,P003895,P003895,Stolen,Active,SYNTH_FIELD_DB
V004907,MH12BX0759,Auto,Bajaj,RE,Blue,2026-03-01,P006257,P001635,Transferred,Active,SYNTH_RTO_DB
V004908,MH12BX0896,Scooter,Honda,Activa,Green,2013-12-16,P006356,P006356,Inactive,Active,SYNTH_RTO_DB
V004909,MH12BX0933,Auto,Bajaj,RE,Grey,2012-02-15,P000603,P005845,Transferred,Active,SYNTH_FIELD_DB
V004910,MH12BX1070,Car,Maruti Suzuki,Swift,Silver,2024-07-19,P003862,P003862,Active,Active,SYNTH_INSURANCE_DB
V004911,MH12BX1107,Motorcycle,Hero,Splendor Plus,Grey,2020-02-17,P006072,P006072,Active,Active,SYNTH_VEHICLE_REGISTRY
V004912,MH12BX1244,Car,Tata,Nexon,Brown,2017-11-22,P006410,P006410,Active,Expired,SYNTH_RTO_DB
V004913,MH12BX1381,Commercial,Tata,Ace,Blue,2012-11-18,P003832,P003832,Active,Active,SYNTH_RTO_DB
V004914,MH12BX1418,Car,Maruti Suzuki,Baleno,White,2017-01-26,P002382,P002382,Active,Active,SYNTH_VEHICLE_REGISTRY
V004915,MH12BX1555,Motorcycle,Hero,Splendor Plus,Green,2018-04-11,P000923,P000853,Transferred,Active,SYNTH_INSURANCE_DB
V004916,MH12BX1692,Car,Tata,Nexon,White,2025-11-10,P006319,P006319,Active,Active,SYNTH_FIELD_DB
V004917,MH12BX1729,Scooter,Honda,Activa,Blue,2022-09-07,P005458,P005458,Active,Active,SYNTH_VEHICLE_REGISTRY
V004918,MH12BX1866,Car,Maruti Suzuki,Swift,Black,2017-10-13,P004050,P004050,Active,Expired,SYNTH_FIELD_DB
V004919,MH12BX1903,Scooter,Honda,Activa,Black,2025-08-30,P005725,P005725,Active,Active,SYNTH_RTO_DB
V004920,MH12BX2040,Car,Hyundai,i20,Silver,2016-11-17,P000808,P000808,Inactive,Active,SYNTH_RTO_DB
V004921,MH12BX2177,Scooter,Honda,Activa,Blue,2019-06-03,P005593,P005593,Active,Active,SYNTH_INSURANCE_DB
V004922,MH12BX2214,Commercial,Mahindra,Bolero Pickup,Red,2019-12-04,P006210,P006210,Active,Active,SYNTH_FIELD_DB
V004923,MH12BX2351,Car,Mahindra,XUV300,Silver,2023-09-01,P005430,P000382,Transferred,Active,SYNTH_VEHICLE_REGISTRY
V004924,MH12BX2488,Car,Hyundai,Creta,White,2025-11-14,P002359,P006574,Transferred,Expired,SYNTH_FIELD_DB
V004925,MH12BX2525,Car,Mahindra,XUV300,Grey,2020-10-06,P003356,P003356,Active,Not Available,SYNTH_RTO_DB
V004926,MH12BX2662,Motorcycle,Bajaj,Pulsar,Blue,2018-04-13,P002306,P002306,Active,Active,SYNTH_RTO_DB
V004927,MH12BX2799,Motorcycle,Bajaj,Pulsar,Brown,2015-12-26,P002194,P002194,Active,Active,SYNTH_RTO_DB
V004928,MH12BX2836,Car,Tata,Nexon,Silver,2018-06-17,P002934,P003764,Transferred,Active,SYNTH_FIELD_DB
V004929,MH12BX2973,Motorcycle,Hero,Splendor Plus,Silver,2018-03-04,P006450,P006450,Active,Expired,SYNTH_INSURANCE_DB
V004930,MH12BX3010,Car,Maruti Suzuki,Baleno,Red,2021-05-27,P004548,P004548,Active,Active,SYNTH_FIELD_DB
V004931,MH12BX3147,Scooter,Honda,Activa,Red,2017-04-26,P004812,P004812,Active,Not Available,SYNTH_VEHICLE_REGISTRY
V004932,MH12BX3284,Commercial,Mahindra,Bolero Pickup,Grey,2023-10-13,P000180,P000180,Active,Expired,SYNTH_RTO_DB
V004933,MH12BX3321,Car,Maruti Suzuki,Swift,Brown,2017-02-18,P005591,P005152,Transferred,Active,SYNTH_INSURANCE_DB
V004934,MH12BX3458,Car,Hyundai,Creta,Blue,2018-04-28,P002276,P002276,Active,Expired,SYNTH_FIELD_DB
V004935,MH12BX3595,Motorcycle,Hero,Splendor Plus,Grey,2012-03-17,P004992,P004992,Active,Not Available,SYNTH_FIELD_DB
V004936,MH12BX3632,Commercial,Tata,Ace,Silver,2023-08-31,P006564,P005499,Transferred,Active,SYNTH_FIELD_DB
V004937,MH12BX3769,Car,Toyota,Innova,Silver,2025-07-29,P002437,P002437,Active,Active,SYNTH_INSURANCE_DB
V004938,MH12BX3806,Car,Toyota,Innova,Blue,2025-08-05,P005766,P005766,Active,Active,SYNTH_INSURANCE_DB
V004939,MH12BX3943,Car,Tata,Nexon,Silver,2021-07-08,P006553,P006553,Active,Active,SYNTH_FIELD_DB
V004940,MH12BX4080,Car,Hyundai,i20,Blue,2015-08-18,P002029,P002029,Active,Active,SYNTH_FIELD_DB
V004941,MH12BX4117,Commercial,Mahindra,Bolero Pickup,White,2010-06-09,P004762,P004762,Active,Active,SYNTH_INSURANCE_DB
V004942,MH12BX4254,Car,Mahindra,XUV300,Black,2026-02-01,P002479,P003456,Transferred,Active,SYNTH_FIELD_DB
V004943,MH12BX4391,Commercial,Tata,Ace,Black,2021-11-13,P003007,P005819,Transferred,Expired,SYNTH_FIELD_DB
V004944,MH12BX4428,Motorcycle,Hero,Splendor Plus,Black,2025-01-25,P002223,P002223,Active,Expired,SYNTH_RTO_DB
V004945,MH12BX4565,Motorcycle,Bajaj,Pulsar,Grey,2018-09-08,P003506,P004201,Transferred,Expired,SYNTH_FIELD_DB
V004946,MH12BX4602,Car,Toyota,Innova,Black,2019-02-28,P003711,P003711,Active,Not Available,SYNTH_RTO_DB
V004947,MH12BX4739,Car,Mahindra,XUV300,Red,2012-09-12,P002710,P002710,Active,Active,SYNTH_INSURANCE_DB
V004948,MH12BX4876,Scooter,Honda,Activa,White,2025-09-11,P004363,P004363,Scrapped,Active,SYNTH_VEHICLE_REGISTRY
V004949,MH12BX4913,Commercial,Tata,Ace,Blue,2013-11-14,P003362,P003362,Active,Active,SYNTH_INSURANCE_DB
V004950,MH12BX5050,Motorcycle,Honda,Shine,Green,2021-06-09,P006107,P006107,Scrapped,Active,SYNTH_VEHICLE_REGISTRY
V004951,MH12BX5187,Scooter,Suzuki,Access,White,2021-10-01,P005661,P005661,Active,Active,SYNTH_INSURANCE_DB
V004952,MH12BX5224,Motorcycle,Bajaj,Pulsar,Red,2024-04-01,P005136,P005136,Active,Active,SYNTH_FIELD_DB
V004953,MH12BX5361,Car,Hyundai,Creta,White,2021-02-21,P001885,P001885,Active,Expired,SYNTH_INSURANCE_DB
V004954,MH12BX5498,Scooter,Suzuki,Access,Red,2023-11-15,P003106,P002717,Transferred,Active,SYNTH_FIELD_DB
V004955,MH12BX5535,Auto,Bajaj,RE,Grey,2010-06-06,P000930,P000930,Active,Active,SYNTH_FIELD_DB
V004956,MH12BX5672,Car,Maruti Suzuki,Swift,Blue,2025-08-05,P006490,P006490,Active,Active,SYNTH_VEHICLE_REGISTRY
V004957,MH12BX5709,Scooter,Honda,Activa,Blue,2022-06-17,P001648,P001648,Active,Expired,SYNTH_FIELD_DB
V004958,MH12BX5846,Car,Tata,Nexon,Green,2018-12-31,P006987,P006987,Active,Active,SYNTH_INSURANCE_DB
V004959,MH12BX5983,Scooter,TVS,Jupiter,White,2025-08-21,P005721,P005128,Transferred,Not Available,SYNTH_RTO_DB
V004960,MH12BX6020,Scooter,TVS,Jupiter,Green,2014-09-14,P003988,P003988,Active,Not Available,SYNTH_FIELD_DB
V004961,MH12BX6157,Commercial,Tata,Ace,Blue,2010-07-30,P006099,P006099,Active,Active,SYNTH_INSURANCE_DB
V004962,MH12BX6294,Car,Toyota,Innova,Blue,2016-04-29,P006269,P006269,Active,Active,SYNTH_VEHICLE_REGISTRY
V004963,MH12BX6331,Car,Hyundai,Creta,Silver,2021-02-13,P004555,P004555,Active,Active,SYNTH_FIELD_DB
V004964,MH12BX6468,Car,Toyota,Innova,Green,2021-10-27,P006585,P006585,Active,Expired,SYNTH_VEHICLE_REGISTRY
V004965,MH12BX6505,Car,Maruti Suzuki,Swift,Brown,2012-01-27,P001287,P001287,Scrapped,Active,SYNTH_INSURANCE_DB
V004966,MH12BX6642,Motorcycle,Bajaj,Pulsar,Grey,2018-04-09,P006795,P005849,Transferred,Active,SYNTH_VEHICLE_REGISTRY
V004967,MH12BX6779,Car,Toyota,Innova,Green,2026-04-24,P001602,P001602,Active,Active,SYNTH_INSURANCE_DB
V004968,MH12BX6816,Auto,Bajaj,RE,White,2015-01-14,P002554,P002554,Active,Active,SYNTH_FIELD_DB
V004969,MH12BX6953,Motorcycle,Hero,Splendor Plus,Blue,2019-10-04,P003559,P003559,Active,Active,SYNTH_FIELD_DB
V004970,MH12BX7090,Car,Hyundai,i20,White,2026-08-08,P001516,P001516,Active,Active,SYNTH_VEHICLE_REGISTRY
V004971,MH12BX7127,Car,Tata,Nexon,Grey,2018-06-29,P003288,P003288,Active,Active,SYNTH_VEHICLE_REGISTRY
V004972,MH12BX7264,Car,Tata,Nexon,Grey,2017-08-04,P000063,P000063,Active,Active,SYNTH_VEHICLE_REGISTRY
V004973,MH12BX7301,Commercial,Tata,Ace,White,2014-05-18,P006767,P000097,Transferred,Active,SYNTH_INSURANCE_DB
V004974,MH12BX7438,Motorcycle,Honda,Shine,Grey,2020-06-24,P006797,P000664,Transferred,Expired,SYNTH_RTO_DB
V004975,MH12BX7575,Car,Hyundai,i20,Red,2024-10-30,P000335,P000335,Active,Expired,SYNTH_RTO_DB
V004976,MH12BX7612,Commercial,Tata,Ace,Green,2011-05-26,P003286,P003518,Transferred,Expired,SYNTH_FIELD_DB
V004977,MH12BX7749,Car,Maruti Suzuki,Swift,Green,2023-04-15,P001543,P001543,Active,Active,SYNTH_RTO_DB
V004978,MH12BX7886,Motorcycle,Hero,Splendor Plus,Grey,2014-12-16,P000397,P000397,Active,Active,SYNTH_VEHICLE_REGISTRY
V004979,MH12BX7923,Motorcycle,Bajaj,Pulsar,White,2013-02-18,P005075,P005075,Scrapped,Expired,SYNTH_RTO_DB
V004980,MH12BX8060,Commercial,Mahindra,Bolero Pickup,Green,2016-11-25,P005705,P005705,Active,Active,SYNTH_INSURANCE_DB
V004981,MH12BX8197,Scooter,TVS,Jupiter,Red,2023-08-11,P005559,P005559,Active,Active,SYNTH_INSURANCE_DB
V004982,MH12BX8234,Commercial,Mahindra,Bolero Pickup,Green,2015-01-14,P004700,P005592,Transferred,Active,SYNTH_RTO_DB
V004983,MH12BX8371,Scooter,Suzuki,Access,Brown,2025-11-11,P001708,P001708,Active,Active,SYNTH_FIELD_DB
V004984,MH12BX8408,Motorcycle,Bajaj,Pulsar,Blue,2019-01-02,P001358,P001358,Active,Active,SYNTH_RTO_DB
V004985,MH12BX8545,Car,Hyundai,Creta,Silver,2023-04-01,P002165,P002165,Active,Active,SYNTH_INSURANCE_DB
V004986,MH12BX8682,Car,Hyundai,i20,White,2017-12-17,P005743,P005743,Inactive,Active,SYNTH_RTO_DB
V004987,MH12BX8719,Motorcycle,Hero,Splendor Plus,Green,2020-08-22,P005596,P006539,Transferred,Active,SYNTH_VEHICLE_REGISTRY
V004988,MH12BX8856,Car,Hyundai,Creta,Red,2012-11-01,P001529,P001529,Scrapped,Expired,SYNTH_FIELD_DB
V004989,MH12BX8993,Motorcycle,Honda,Shine,Brown,2025-07-14,P005128,P005128,Active,Active,SYNTH_INSURANCE_DB
V004990,MH12BX9030,Motorcycle,Honda,Shine,Black,2010-08-26,P006559,P006559,Active,Active,SYNTH_RTO_DB
V004991,MH12BX9167,Car,Tata,Nexon,Blue,2026-02-10,P001827,P001550,Transferred,Active,SYNTH_VEHICLE_REGISTRY
V004992,MH12BX9204,Car,Hyundai,Creta,Green,2013-07-03,P000484,P000889,Transferred,Active,SYNTH_FIELD_DB
