evidence_id,case_id,evidence_type,file_name,file_path,source,collected_by,collection_timestamp,original_hash_sha256,current_hash_sha256,integrity_status,chain_of_custody_id,access_level,created_at
EVD0006555,C004278,Document,evd0006555_document.pdf,/synthetic-evidence/C004278/evd0006555_document.pdf,SYNTH_CDR_SYSTEM,IO0054,2024-12-22 22:23:42,8dc41d081b422aaa8e373698beb657ba5d105a76c5d7df2f3d5531a887f7fef4,8dc41d081b422aaa8e373698beb657ba5d105a76c5d7df2f3d5531a887f7fef4,Intact,COC0006555,Highly Restricted,2024-12-23 07:29:42
EVD0006556,C006191,CDR,evd0006556_cdr.csv,/synthetic-evidence/C006191/evd0006556_cdr.csv,SYNTH_POLICE_RECORDS,IO0149,2022-01-20 13:14:08,444e03f30e399508a9954d836739eb0fd01e56d1bbc80d998d5ababc373aac7e,444e03f30e399508a9954d836739eb0fd01e56d1bbc80d998d5ababc373aac7e,Intact,COC0006556,Internal,2022-01-21 05:16:08
EVD0006557,C007606,LocationRecord,evd0006557_locationrecord.json,/synthetic-evidence/C007606/evd0006557_locationrecord.json,SYNTH_DOCUMENT_SYSTEM,IO0076,2021-02-20 18:25:59,5058619f4bb9f8b3a3b9201fc142be8653df3ba147f2c4bdde882adf832d11af,5058619f4bb9f8b3a3b9201fc142be8653df3ba147f2c4bdde882adf832d11af,Intact,COC0006557,Internal,2021-02-21 08:29:59
EVD0006558,C006161,VehicleRecord,evd0006558_vehiclerecord.pdf,/synthetic-evidence/C006161/evd0006558_vehiclerecord.pdf,SYNTH_BANK_SYSTEM,IO0007,2020-09-13 03:42:51,32828e1d7c5dab2ab3aa2dca55c2854cc47ec15c35f0c5e9132a8b31885f1f78,32828e1d7c5dab2ab3aa2dca55c2854cc47ec15c35f0c5e9132a8b31885f1f78,Intact,COC0006558,Confidential,2020-09-13 11:10:51
EVD0006559,C007059,CDR,evd0006559_cdr.csv,/synthetic-evidence/C007059/evd0006559_cdr.csv,SYNTH_CCTV_SYSTEM,IO0181,2024-10-03 02:10:16,28c9001fc71b8606dcf58061328e160c99de899e369357858367ed225cb69538,28c9001fc71b8606dcf58061328e160c99de899e369357858367ed225cb69538,Intact,COC0006559,Confidential,2024-10-03 21:38:16
EVD0006560,C007263,Image,evd0006560_image.jpg,/synthetic-evidence/C007263/evd0006560_image.jpg,SYNTH_CDR_SYSTEM,IO0073,2023-02-05 23:53:37,818e81c347243dc1088ccb2a3e4d840e7836490eb48c5a5e8976de4de973da17,818e81c347243dc1088ccb2a3e4d840e7836490eb48c5a5e8976de4de973da17,Intact,COC0006560,Restricted,2023-02-06 10:17:37
EVD0006561,C003448,LocationRecord,evd0006561_locationrecord.json,/synthetic-evidence/C003448/evd0006561_locationrecord.json,SYNTH_DOCUMENT_SYSTEM,IO0253,2025-07-01 20:26:23,8b948933e689c72f372725d3d1dbe2c8a7f8287d298191a1f5eefc31cc7b40b5,8b948933e689c72f372725d3d1dbe2c8a7f8287d298191a1f5eefc31cc7b40b5,Intact,COC0006561,Confidential,2025-07-02 12:23:23
EVD0006562,C009532,CDR,evd0006562_cdr.csv,/synthetic-evidence/C009532/evd0006562_cdr.csv,SYNTH_LOCATION_SYSTEM,IO0186,2022-02-07 01:59:01,45c56cd5ac273c1af3433b6befd1a049d35b8a2e35783e0262d19c1f00cc854f,45c56cd5ac273c1af3433b6befd1a049d35b8a2e35783e0262d19c1f00cc854f,Intact,COC0006562,Highly Restricted,2022-02-07 15:13:01
EVD0006563,C000964,LocationRecord,evd0006563_locationrecord.json,/synthetic-evidence/C000964/evd0006563_locationrecord.json,SYNTH_BANK_SYSTEM,IO0210,2019-06-15 04:11:00,7ac52a25179649c19ac0e90f9e22d5ac284bfa673957ea5874f21c0f0338d4ef,7ac52a25179649c19ac0e90f9e22d5ac284bfa673957ea5874f21c0f0338d4ef,Intact,COC0006563,Highly Restricted,2019-06-15 11:16:00
EVD0006564,C006927,CDR,evd0006564_cdr.csv,/synthetic-evidence/C006927/evd0006564_cdr.csv,SYNTH_BANK_SYSTEM,IO0256,2024-12-11 23:06:05,ecf29c127d9d4d1ebc3be78deb447005f70bf03b54a9fa6899108e0a447b044f,ecf29c127d9d4d1ebc3be78deb447005f70bf03b54a9fa6899108e0a447b044f,Intact,COC0006564,Restricted,2024-12-11 23:14:05
EVD0006565,C007337,Image,evd0006565_image.jpg,/synthetic-evidence/C007337/evd0006565_image.jpg,SYNTH_CDR_SYSTEM,IO0273,2024-03-24 14:23:57,aebbe86eb583351da4d5525f36e32c8d450593f89ab4a737e58e78257a821a59,aebbe86eb583351da4d5525f36e32c8d450593f89ab4a737e58e78257a821a59,Intact,COC0006565,Internal,2024-03-25 05:29:57
EVD0006566,C007204,CCTV,evd0006566_cctv.mp4,/synthetic-evidence/C007204/evd0006566_cctv.mp4,SYNTH_CCTV_SYSTEM,IO0095,2020-08-15 10:24:52,9db4ce47687ef0159c944e77299b255d57db9e4c29f9e305feda1c2c977eb3ef,9db4ce47687ef0159c944e77299b255d57db9e4c29f9e305feda1c2c977eb3ef,Intact,COC0006566,Confidential,2020-08-15 20:01:52
EVD0006567,C005484,VehicleRecord,evd0006567_vehiclerecord.pdf,/synthetic-evidence/C005484/evd0006567_vehiclerecord.pdf,SYNTH_DOCUMENT_SYSTEM,IO0320,2023-08-06 14:35:42,b4b9dd237895879ea172314d40ecee13964c4a817ad9d17f8d0a2d8176a0fd37,b4b9dd237895879ea172314d40ecee13964c4a817ad9d17f8d0a2d8176a0fd37,Intact,COC0006567,Restricted,2023-08-07 00:17:42
EVD0006568,C003421,Audio,evd0006568_audio.wav,/synthetic-evidence/C003421/evd0006568_audio.wav,SYNTH_DOCUMENT_SYSTEM,IO0086,2024-03-28 17:36:39,9467d5fd00bf552a206696d4755207899242161a9cb527f3cea30d13e37dd224,9467d5fd00bf552a206696d4755207899242161a9cb527f3cea30d13e37dd224,Intact,COC0006568,Restricted,2024-03-29 07:19:39
EVD0006569,C002382,CDR,evd0006569_cdr.csv,/synthetic-evidence/C002382/evd0006569_cdr.csv,SYNTH_CCTV_SYSTEM,IO0259,2023-04-21 05:58:07,7196802f51eed434815e876f09a548f642f2e31d48473dd12aad69c5fff17c9a,7196802f51eed434815e876f09a548f642f2e31d48473dd12aad69c5fff17c9a,Intact,COC0006569,Confidential,2023-04-21 06:05:07
EVD0006570,C002981,VehicleRecord,evd0006570_vehiclerecord.pdf,/synthetic-evidence/C002981/evd0006570_vehiclerecord.pdf,SYNTH_BANK_SYSTEM,IO0182,2025-04-04 00:18:02,df80d72a8737af8d1ab11beaf6484c96de8ff99c1ac1ec078b5bf3d6c03b59cb,df80d72a8737af8d1ab11beaf6484c96de8ff99c1ac1ec078b5bf3d6c03b59cb,Intact,COC0006570,Restricted,2025-04-04 22:08:02
EVD0006571,C006223,FIR,evd0006571_fir.pdf,/synthetic-evidence/C006223/evd0006571_fir.pdf,SYNTH_BANK_SYSTEM,IO0285,2019-02-06 17:03:54,e9954271f73c15edb001750aa33722e96693fc08a875f54b9f4feaa6eed14a6d,e9954271f73c15edb001750aa33722e96693fc08a875f54b9f4feaa6eed14a6d,Intact,COC0006571,Confidential,2019-02-06 19:11:54
EVD0006572,C007825,CDR,evd0006572_cdr.csv,/synthetic-evidence/C007825/evd0006572_cdr.csv,SYNTH_RTO_SYSTEM,IO0192,2020-01-07 05:17:33,1447ec73b5d71dd158f648644f95431a612cf506bf4fb23f1fade232d89ef606,1447ec73b5d71dd158f648644f95431a612cf506bf4fb23f1fade232d89ef606,Intact,COC0006572,Confidential,2020-01-07 09:27:33
EVD0006573,C001978,Audio,evd0006573_audio.wav,/synthetic-evidence/C001978/evd0006573_audio.wav,SYNTH_CCTV_SYSTEM,IO0205,2020-04-04 19:14:03,293d20bd3d4ef36be8227e4b16de46f3e1ea8341c7325e62a1f2fe5ec6d1504f,293d20bd3d4ef36be8227e4b16de46f3e1ea8341c7325e62a1f2fe5ec6d1504f,Intact,COC0006573,Highly Restricted,2020-04-05 10:42:03
EVD0006574,C006873,Image,evd0006574_image.jpg,/synthetic-evidence/C006873/evd0006574_image.jpg,SYNTH_RTO_SYSTEM,IO0195,2020-10-20 14:37:22,c48f7a5344aa8c54279031ee6af3fb43081ebe9c53e96d330ad290809dfb1cc7,c48f7a5344aa8c54279031ee6af3fb43081ebe9c53e96d330ad290809dfb1cc7,Intact,COC0006574,Highly Restricted,2020-10-20 18:38:22
EVD0006575,C005752,FIR,evd0006575_fir.pdf,/synthetic-evidence/C005752/evd0006575_fir.pdf,SYNTH_RTO_SYSTEM,IO0344,2023-01-11 17:40:25,18250b38d9fce15a97075485321970c3b30f25bd2623ccf83d69322c072aa3ac,18250b38d9fce15a97075485321970c3b30f25bd2623ccf83d69322c072aa3ac,Intact,COC0006575,Internal,2023-01-11 20:51:25
EVD0006576,C003670,CDR,evd0006576_cdr.csv,/synthetic-evidence/C003670/evd0006576_cdr.csv,SYNTH_CCTV_SYSTEM,IO0011,2020-03-11 13:57:33,5ca5e794fbc42175bc209ecf80b899a9e171166ad93e905e3eaf4c19b84752e2,5ca5e794fbc42175bc209ecf80b899a9e171166ad93e905e3eaf4c19b84752e2,Intact,COC0006576,Highly Restricted,2020-03-11 18:30:33
EVD0006577,C006781,LocationRecord,evd0006577_locationrecord.json,/synthetic-evidence/C006781/evd0006577_locationrecord.json,SYNTH_RTO_SYSTEM,IO0116,2024-06-01 17:50:32,39e4feda6f21295626ae7638f9824d0fb9e00b7c14c2f8690a884a3329ffb4b2,39e4feda6f21295626ae7638f9824d0fb9e00b7c14c2f8690a884a3329ffb4b2,Intact,COC0006577,Highly Restricted,2024-06-02 06:52:32
EVD0006578,C003221,Document,evd0006578_document.pdf,/synthetic-evidence/C003221/evd0006578_document.pdf,SYNTH_LOCATION_SYSTEM,IO0200,2019-10-06 02:02:11,66ca95af7a537c1089cf00751d5f951a9f60674992bf50c9e7fb09f5f0430e8f,66ca95af7a537c1089cf00751d5f951a9f60674992bf50c9e7fb09f5f0430e8f,Intact,COC0006578,Highly Restricted,2019-10-07 01:57:11
EVD0006579,C000159,Document,evd0006579_document.pdf,/synthetic-evidence/C000159/evd0006579_document.pdf,SYNTH_RTO_SYSTEM,IO0261,2023-11-23 22:01:18,d8c04327f91ac9c42cc10fad2fb39251a7ce3ee1183b4cb91329d990080b0d23,d8c04327f91ac9c42cc10fad2fb39251a7ce3ee1183b4cb91329d990080b0d23,Intact,COC0006579,Internal,2023-11-24 16:58:18
EVD0006580,C006793,Image,evd0006580_image.jpg,/synthetic-evidence/C006793/evd0006580_image.jpg,SYNTH_CDR_SYSTEM,IO0275,2023-12-18 01:31:45,85e20833683ea47653af088fa74e8dc37e956e37d4e1b5377dfbdc20fb6454b7,85e20833683ea47653af088fa74e8dc37e956e37d4e1b5377dfbdc20fb6454b7,Intact,COC0006580,Restricted,2023-12-18 08:53:45
EVD0006581,C003560,CDR,evd0006581_cdr.csv,/synthetic-evidence/C003560/evd0006581_cdr.csv,SYNTH_DOCUMENT_SYSTEM,IO0334,2020-05-07 07:00:12,a1b58ece9bee1f3345dd8fbd2984e3239eeae860cdf16bf5adb655275d075690,a1b58ece9bee1f3345dd8fbd2984e3239eeae860cdf16bf5adb655275d075690,Intact,COC0006581,Highly Restricted,2020-05-07 07:38:12
EVD0006582,C003082,FIR,evd0006582_fir.pdf,/synthetic-evidence/C003082/evd0006582_fir.pdf,SYNTH_POLICE_RECORDS,IO0260,2021-02-20 17:58:52,e94ecedad79be88505f9ce0eed1f4cd61fdd30d2bb4520bc6083dd008e7ff482,e94ecedad79be88505f9ce0eed1f4cd61fdd30d2bb4520bc6083dd008e7ff482,Intact,COC0006582,Confidential,2021-02-20 21:48:52
EVD0006583,C004739,CDR,evd0006583_cdr.csv,/synthetic-evidence/C004739/evd0006583_cdr.csv,SYNTH_DOCUMENT_SYSTEM,IO0237,2025-06-21 20:31:10,b1121198d196dfdadcdc27c59a70a390e819e364aab356761472ae36823763fd,b1121198d196dfdadcdc27c59a70a390e819e364aab356761472ae36823763fd,Intact,COC0006583,Confidential,2025-06-22 01:29:10
EVD0006584,C001773,VehicleRecord,evd0006584_vehiclerecord.pdf,/synthetic-evidence/C001773/evd0006584_vehiclerecord.pdf,SYNTH_BANK_SYSTEM,IO0147,2025-03-24 19:19:23,c6a29dfa843126ae14518b8456ea92814a017999daedd591b400556f76957dd8,c6a29dfa843126ae14518b8456ea92814a017999daedd591b400556f76957dd8,Intact,COC0006584,Restricted,2025-03-25 07:10:23
EVD0006585,C001696,Report,evd0006585_report.pdf,/synthetic-evidence/C001696/evd0006585_report.pdf,SYNTH_CCTV_SYSTEM,IO0347,2021-01-31 14:12:00,85e3df6fb8560d1c3492e4e9a90b6753d5ef762af0fed6119f04a8add415f92d,85e3df6fb8560d1c3492e4e9a90b6753d5ef762af0fed6119f04a8add415f92d,Intact,COC0006585,Internal,2021-01-31 22:47:00
EVD0006586,C009283,VehicleRecord,evd0006586_vehiclerecord.pdf,/synthetic-evidence/C009283/evd0006586_vehiclerecord.pdf,SYNTH_CCTV_SYSTEM,IO0088,2019-09-24 16:07:34,66d3c8ae4f05c939e658420908296a1c1c09c078a676880484fcba9fcd5cccf6,66d3c8ae4f05c939e658420908296a1c1c09c078a676880484fcba9fcd5cccf6,Intact,COC0006586,Confidential,2019-09-25 03:24:34
EVD0006587,C008679,Image,evd0006587_image.jpg,/synthetic-evidence/C008679/evd0006587_image.jpg,SYNTH_LOCATION_SYSTEM,IO0197,2020-01-14 11:03:26,712b74995c797da36ab96cb9bc7d5f7a0215b30dbb2876dc91b5208d62a28d67,712b74995c797da36ab96cb9bc7d5f7a0215b30dbb2876dc91b5208d62a28d67,Intact,COC0006587,Restricted,2020-01-15 07:55:26
EVD0006588,C003730,Report,evd0006588_report.pdf,/synthetic-evidence/C003730/evd0006588_report.pdf,SYNTH_POLICE_RECORDS,IO0157,2019-01-01 22:08:01,9470c49b1defeafab4591ec710287567ce71ef27d6ab6ce92314e97a296cb35e,9470c49b1defeafab4591ec710287567ce71ef27d6ab6ce92314e97a296cb35e,Intact,COC0006588,Confidential,2019-01-02 07:23:01
EVD0006589,C006712,FIR,evd0006589_fir.pdf,/synthetic-evidence/C006712/evd0006589_fir.pdf,SYNTH_RTO_SYSTEM,IO0348,2020-10-21 03:06:56,cc31af01142a2411f467c77466325a819917bc1b17d60aed93df80a1bcb063cc,cc31af01142a2411f467c77466325a819917bc1b17d60aed93df80a1bcb063cc,Intact,COC0006589,Restricted,2020-10-22 02:42:56
EVD0006590,C005490,CDR,evd0006590_cdr.csv,/synthetic-evidence/C005490/evd0006590_cdr.csv,SYNTH_BANK_SYSTEM,IO0340,2020-02-25 06:14:39,cb9290beac2b8e8a7602d389923b5010af8cd80e88a022c6ab6b49ac3a67a38b,cb9290beac2b8e8a7602d389923b5010af8cd80e88a022c6ab6b49ac3a67a38b,Intact,COC0006590,Internal,2020-02-25 17:13:39
EVD0006591,C000568,FinancialRecord,evd0006591_financialrecord.csv,/synthetic-evidence/C000568/evd0006591_financialrecord.csv,SYNTH_BANK_SYSTEM,IO0108,2023-07-12 06:06:01,7048c1ebbe0af1c1e59de4e7f2f18fb6cbd14725ab9b6ebcf681d49e1a175456,7048c1ebbe0af1c1e59de4e7f2f18fb6cbd14725ab9b6ebcf681d49e1a175456,Intact,COC0006591,Restricted,2023-07-12 20:48:01
EVD0006592,C002791,VehicleRecord,evd0006592_vehiclerecord.pdf,/synthetic-evidence/C002791/evd0006592_vehiclerecord.pdf,SYNTH_RTO_SYSTEM,IO0094,2025-10-26 03:06:19,71e96dd22ab5570f50623527b2ea2c51b188de5690937c05a7d59b88dda2d798,71e96dd22ab5570f50623527b2ea2c51b188de5690937c05a7d59b88dda2d798,Intact,COC0006592,Restricted,2025-10-26 22:23:19
EVD0006593,C000074,Audio,evd0006593_audio.wav,/synthetic-evidence/C000074/evd0006593_audio.wav,SYNTH_RTO_SYSTEM,IO0258,2021-05-27 05:57:08,e7c16d240c3dc4ae7d9312b3b87749e9c709130edd35555f7abd3c32867c4478,e7c16d240c3dc4ae7d9312b3b87749e9c709130edd35555f7abd3c32867c4478,Intact,COC0006593,Highly Restricted,2021-05-27 10:03:08
EVD0006594,C007854,Image,evd0006594_image.jpg,/synthetic-evidence/C007854/evd0006594_image.jpg,SYNTH_POLICE_RECORDS,IO0226,2025-07-11 04:46:14,3e81bf3341601e1991765462cc268367162d88dfeaee2acce976010e6ebd8fea,3e81bf3341601e1991765462cc268367162d88dfeaee2acce976010e6ebd8fea,Intact,COC0006594,Restricted,2025-07-11 07:03:14
EVD0006595,C008397,Audio,evd0006595_audio.wav,/synthetic-evidence/C008397/evd0006595_audio.wav,SYNTH_LOCATION_SYSTEM,IO0117,2026-08-12 03:43:28,3d3dbfd1d7bf8720d5b62e7b24c30a145cacb97c078ab35c83f728c507c1824f,3d3dbfd1d7bf8720d5b62e7b24c30a145cacb97c078ab35c83f728c507c1824f,Intact,COC0006595,Restricted,2026-08-12 04:44:28
EVD0006596,C004238,Image,evd0006596_image.jpg,/synthetic-evidence/C004238/evd0006596_image.jpg,SYNTH_RTO_SYSTEM,IO0133,2024-07-06 17:37:23,dc8c0e55bed9bf2db4181e981945965643df169bb0f2bd0176cc4badd1270e90,dc8c0e55bed9bf2db4181e981945965643df169bb0f2bd0176cc4badd1270e90,Intact,COC0006596,Restricted,2024-07-06 20:09:23
EVD0006597,C004403,Image,evd0006597_image.jpg,/synthetic-evidence/C004403/evd0006597_image.jpg,SYNTH_RTO_SYSTEM,IO0231,2020-02-14 14:40:43,ebc5383afc25b0e252a48f08583146010c396bd8b56678582c2b1f6e85125f69,ebc5383afc25b0e252a48f08583146010c396bd8b56678582c2b1f6e85125f69,Intact,COC0006597,Internal,2020-02-14 21:36:43
EVD0006598,C000842,FIR,evd0006598_fir.pdf,/synthetic-evidence/C000842/evd0006598_fir.pdf,SYNTH_POLICE_RECORDS,IO0192,2026-01-17 05:31:00,6e39ca3feba6eae1ac781cbc51dc2e90110a2d6af49747746540374c3003b94d,6e39ca3feba6eae1ac781cbc51dc2e90110a2d6af49747746540374c3003b94d,Intact,COC0006598,Confidential,2026-01-17 06:08:00
EVD0006599,C005187,Report,evd0006599_report.pdf,/synthetic-evidence/C005187/evd0006599_report.pdf,SYNTH_DOCUMENT_SYSTEM,IO0058,2022-08-09 02:21:38,266c91555f8a8b37f601f1a719ec02c79bab2d037813e77a44bf0ef4b6860bae,266c91555f8a8b37f601f1a719ec02c79bab2d037813e77a44bf0ef4b6860bae,Intact,COC0006599,Restricted,2022-08-09 16:45:38
EVD0006600,C004062,LocationRecord,evd0006600_locationrecord.json,/synthetic-evidence/C004062/evd0006600_locationrecord.json,SYNTH_CCTV_SYSTEM,IO0235,2020-11-29 15:00:03,5330648166d2351a2d057772d3c81e09c789c0b19a235733940fda5591a611cc,5330648166d2351a2d057772d3c81e09c789c0b19a235733940fda5591a611cc,Intact,COC0006600,Restricted,2020-11-30 11:46:03
EVD0006601,C008865,Document,evd0006601_document.pdf,/synthetic-evidence/C008865/evd0006601_document.pdf,SYNTH_DOCUMENT_SYSTEM,IO0277,2026-07-18 12:45:22,4633cea4aaa34421f0b1870de141a1da80d23666b17c570833e1f0817eac3a61,4633cea4aaa34421f0b1870de141a1da80d23666b17c570833e1f0817eac3a61,Intact,COC0006601,Restricted,2026-07-18 16:59:22
EVD0006602,C007688,Report,evd0006602_report.pdf,/synthetic-evidence/C007688/evd0006602_report.pdf,SYNTH_LOCATION_SYSTEM,IO0063,2019-11-21 08:38:31,64fd47c9f5ef5a2798645ad0f455b7ce4757f1a526e002fe62b8ca2a8bc9c9bb,64fd47c9f5ef5a2798645ad0f455b7ce4757f1a526e002fe62b8ca2a8bc9c9bb,Intact,COC0006602,Confidential,2019-11-21 22:04:31
EVD0006603,C008152,CDR,evd0006603_cdr.csv,/synthetic-evidence/C008152/evd0006603_cdr.csv,SYNTH_RTO_SYSTEM,IO0012,2019-09-04 18:14:53,983b32e3f8d85ddbdcf80fe931b1a730c260175bd3119f5a29bce277e84dbb47,983b32e3f8d85ddbdcf80fe931b1a730c260175bd3119f5a29bce277e84dbb47,Intact,COC0006603,Restricted,2019-09-05 02:29:53
EVD0006604,C008684,FIR,evd0006604_fir.pdf,/synthetic-evidence/C008684/evd0006604_fir.pdf,SYNTH_LOCATION_SYSTEM,IO0012,2024-05-06 17:58:24,5d4c0f6fb5974002f9d417906a8a267c61555a91252424a88e70330797458f3b,5d4c0f6fb5974002f9d417906a8a267c61555a91252424a88e70330797458f3b,Intact,COC0006604,Restricted,2024-05-07 06:24:24
EVD0006605,C002970,Image,evd0006605_image.jpg,/synthetic-evidence/C002970/evd0006605_image.jpg,SYNTH_RTO_SYSTEM,IO0349,2026-08-06 19:24:41,506c01a25b431af6a02aacb34e0b18bf18489999ee1ab2b8784db361fb84462f,506c01a25b431af6a02aacb34e0b18bf18489999ee1ab2b8784db361fb84462f,Intact,COC0006605,Highly Restricted,2026-08-07 06:28:41
EVD0006606,C006856,CDR,evd0006606_cdr.csv,/synthetic-evidence/C006856/evd0006606_cdr.csv,SYNTH_CCTV_SYSTEM,IO0056,2026-03-14 18:59:33,6541e982ee888414d635ab5f76705a318ada8e3e34991606eb2940215c4e1b3c,6541e982ee888414d635ab5f76705a318ada8e3e34991606eb2940215c4e1b3c,Intact,COC0006606,Highly Restricted,2026-03-14 23:04:33
EVD0006607,C001038,Image,evd0006607_image.jpg,/synthetic-evidence/C001038/evd0006607_image.jpg,SYNTH_CCTV_SYSTEM,IO0317,2022-03-24 21:58:02,2a54ce64f928bf3d60b058ec9efec0909827d82b11a9a6727762a55000841216,2a54ce64f928bf3d60b058ec9efec0909827d82b11a9a6727762a55000841216,Intact,COC0006607,Restricted,2022-03-25 13:43:02
EVD0006608,C006232,VehicleRecord,evd0006608_vehiclerecord.pdf,/synthetic-evidence/C006232/evd0006608_vehiclerecord.pdf,SYNTH_POLICE_RECORDS,IO0212,2019-01-29 00:51:14,04257c31e0fef29f4bf410ccd2dd09f1cb9aa5e0a1fa65c060921ba933864ee7,04257c31e0fef29f4bf410ccd2dd09f1cb9aa5e0a1fa65c060921ba933864ee7,Intact,COC0006608,Internal,2019-01-29 23:52:14
EVD0006609,C003150,CCTV,evd0006609_cctv.mp4,/synthetic-evidence/C003150/evd0006609_cctv.mp4,SYNTH_CDR_SYSTEM,IO0066,2019-06-27 16:02:31,49cf7472f9ce13d17b549eb7198c321b42d6793e186c0294db8dfe359cea5626,49cf7472f9ce13d17b549eb7198c321b42d6793e186c0294db8dfe359cea5626,Intact,COC0006609,Confidential,2019-06-28 04:29:31
EVD0006610,C008018,Image,evd0006610_image.jpg,/synthetic-evidence/C008018/evd0006610_image.jpg,SYNTH_BANK_SYSTEM,IO0245,2026-07-29 12:47:51,fbc7e6b89964e4e30635c50d3b617d033b1be18142ca20797b3bd6d3440addd3,fbc7e6b89964e4e30635c50d3b617d033b1be18142ca20797b3bd6d3440addd3,Intact,COC0006610,Internal,2026-07-29 19:50:51
EVD0006611,C006818,CCTV,evd0006611_cctv.mp4,/synthetic-evidence/C006818/evd0006611_cctv.mp4,SYNTH_RTO_SYSTEM,IO0091,2020-01-25 15:49:26,3542d58b3c2cc8600bd6ba0a542bb26c9b6ab833cfd29b7797d72e83bd3c8aa6,3542d58b3c2cc8600bd6ba0a542bb26c9b6ab833cfd29b7797d72e83bd3c8aa6,Intact,COC0006611,Internal,2020-01-26 03:25:26
EVD0006612,C004859,CDR,evd0006612_cdr.csv,/synthetic-evidence/C004859/evd0006612_cdr.csv,SYNTH_BANK_SYSTEM,IO0209,2022-10-11 10:45:59,07a1b927012c460f5ce4f8d3b584d88449b702fd7f6a4a08565f2ed09420e877,07a1b927012c460f5ce4f8d3b584d88449b702fd7f6a4a08565f2ed09420e877,Intact,COC0006612,Confidential,2022-10-12 03:24:59
EVD0006613,C000170,VehicleRecord,evd0006613_vehiclerecord.pdf,/synthetic-evidence/C000170/evd0006613_vehiclerecord.pdf,SYNTH_RTO_SYSTEM,IO0037,2024-10-26 20:10:05,5320f3c498142a964db59daadc47d992eaf5f873d6f0890ce9a1d2ffe23709c9,5320f3c498142a964db59daadc47d992eaf5f873d6f0890ce9a1d2ffe23709c9,Intact,COC0006613,Restricted,2024-10-26 22:19:05
EVD0006614,C007640,FIR,evd0006614_fir.pdf,/synthetic-evidence/C007640/evd0006614_fir.pdf,SYNTH_LOCATION_SYSTEM,IO0034,2025-07-18 11:27:05,08936ab7539fd70fe76c34c0b7718cfc1d38d41704cccea40b29df799e076d2e,08936ab7539fd70fe76c34c0b7718cfc1d38d41704cccea40b29df799e076d2e,Intact,COC0006614,Confidential,2025-07-18 19:07:05
EVD0006615,C001234,Document,evd0006615_document.pdf,/synthetic-evidence/C001234/evd0006615_document.pdf,SYNTH_LOCATION_SYSTEM,IO0327,2022-06-29 11:36:07,3211043b303cc0e8e424d1d7af7e6436c3bfc5b24c305d391833241053b0ba69,3211043b303cc0e8e424d1d7af7e6436c3bfc5b24c305d391833241053b0ba69,Intact,COC0006615,Restricted,2022-06-30 07:06:07
EVD0006616,C006488,Document,evd0006616_document.pdf,/synthetic-evidence/C006488/evd0006616_document.pdf,SYNTH_LOCATION_SYSTEM,IO0014,2023-03-09 08:11:24,0a5dcad68b7de16b22e4af16678b9ffe144484384c195faf7d06c5c011812ddb,0a5dcad68b7de16b22e4af16678b9ffe144484384c195faf7d06c5c011812ddb,Intact,COC0006616,Restricted,2023-03-10 00:21:24
EVD0006617,C006449,VehicleRecord,evd0006617_vehiclerecord.pdf,/synthetic-evidence/C006449/evd0006617_vehiclerecord.pdf,SYNTH_CCTV_SYSTEM,IO0343,2019-02-14 11:20:45,c87d4a8f9e453b913c6fae5effe1cad714f2aaf20fe5ea213f45747b3ad3c230,c87d4a8f9e453b913c6fae5effe1cad714f2aaf20fe5ea213f45747b3ad3c230,Intact,COC0006617,Confidential,2019-02-14 23:50:45
EVD0006618,C005391,VehicleRecord,evd0006618_vehiclerecord.pdf,/synthetic-evidence/C005391/evd0006618_vehiclerecord.pdf,SYNTH_DOCUMENT_SYSTEM,IO0048,2026-03-18 15:04:00,ac9f87ecfd0e042daa35e46f5d52c959a9bf70bccee1ff2c1ac532883a0e5c30,ac9f87ecfd0e042daa35e46f5d52c959a9bf70bccee1ff2c1ac532883a0e5c30,Intact,COC0006618,Confidential,2026-03-19 01:46:00
EVD0006619,C002889,Audio,evd0006619_audio.wav,/synthetic-evidence/C002889/evd0006619_audio.wav,SYNTH_CCTV_SYSTEM,IO0001,2021-06-09 22:01:20,c55ae490bbc9e5f86c6de90435069cb930a2577e628b797333f8a0c51ca44dc4,dfd03d578f7de059dc1dc5200a13a399375e358862e5de10eaa37bc910e9b4da,HashMismatch,COC0006619,Internal,2021-06-10 01:23:20
EVD0006620,C002267,FinancialRecord,evd0006620_financialrecord.csv,/synthetic-evidence/C002267/evd0006620_financialrecord.csv,SYNTH_CDR_SYSTEM,IO0059,2024-12-17 22:46:24,e12610b6af204a4017d4314155e396baf18deb66ac5c674e669219517c132eb4,e12610b6af204a4017d4314155e396baf18deb66ac5c674e669219517c132eb4,Intact,COC0006620,Highly Restricted,2024-12-18 15:47:24
EVD0006621,C009243,Document,evd0006621_document.pdf,/synthetic-evidence/C009243/evd0006621_document.pdf,SYNTH_POLICE_RECORDS,IO0234,2021-07-08 07:48:19,70983ee4253946a6bffbdabafc5e5ae162e0edf6e538ef60ba8a5ad56f5de444,70983ee4253946a6bffbdabafc5e5ae162e0edf6e538ef60ba8a5ad56f5de444,Intact,COC0006621,Highly Restricted,2021-07-09 00:04:19
