transaction_id,timestamp,sender_account_id,receiver_account_id,amount,currency,transaction_type,channel,merchant_id,location_id,reference_number,status,description,source
TXN0062435,2026-06-01 02:18:14,ACC006496,ACC009719,38958.50,INR,UPI,POS,MER00563,LOC000563,REF4586408975,Completed,Synthetic UPI transaction,SYNTH_LEGACY_FINANCE
TXN0062436,2021-07-08 20:17:17,ACC000940,ACC005415,225232.87,INR,BankTransfer,API,,LOC001986,REF9939953742,Completed,Synthetic BankTransfer transaction,SYNTH_UPI_SWITCH
TXN0062437,2025-07-12 15:00:12,ACC002760,ACC001588,54532.53,INR,UPI,Branch,MER01054,LOC002757,REF9991986226,Completed,Synthetic UPI transaction,SYNTH_NEFT_RTGS
TXN0062438,2022-07-09 02:14:34,ACC001772,ACC009872,42822.50,INR,Card,Internet Banking,MER01161,LOC001809,REF3566996671,Completed,Synthetic Card transaction,SYNTH_CARD_SYSTEM
TXN0062439,2025-08-19 06:24:37,ACC002492,ACC006235,273338.68,INR,BankTransfer,POS,,LOC000495,REF3031755406,Completed,Synthetic BankTransfer transaction,SYNTH_BANK_CORE
TXN0062440,2019-07-26 02:58:15,ACC001115,ACC005201,7813.63,INR,CashWithdrawal,Branch,,LOC003364,REF5224367746,Completed,Synthetic CashWithdrawal transaction,SYNTH_BANK_CORE
TXN0062441,2020-01-12 01:08:38,ACC001698,ACC001760,170781.23,INR,BankTransfer,API,,LOC004861,REF5275275510,Pending,Synthetic BankTransfer transaction,SYNTH_LEGACY_FINANCE
TXN0062442,2020-05-02 15:48:35,ACC000700,ACC007577,20746.77,INR,IMPS,Branch,,LOC003173,REF5302057078,Completed,Synthetic IMPS transaction,SYNTH_CARD_SYSTEM
TXN0062443,2021-04-30 14:24:37,ACC007332,ACC005242,85835.01,INR,CashWithdrawal,API,,LOC003295,REF6127351269,Completed,Synthetic CashWithdrawal transaction,SYNTH_LEGACY_FINANCE
TXN0062444,2023-02-14 23:09:41,ACC005358,ACC006583,179265.40,INR,IMPS,ATM,,LOC002819,REF6715315797,Completed,Synthetic IMPS transaction,SYNTH_UPI_SWITCH
TXN0062445,2024-07-19 14:48:04,ACC009477,ACC004094,163227.23,INR,BankTransfer,Internet Banking,,LOC004430,REF3848312944,Completed,Synthetic BankTransfer transaction,SYNTH_BANK_CORE
TXN0062446,2020-01-02 06:02:56,ACC006387,ACC005396,31559.48,INR,BankTransfer,Internet Banking,,LOC001219,REF1050556236,Completed,Synthetic BankTransfer transaction,SYNTH_CARD_SYSTEM
TXN0062447,2026-03-20 21:32:06,ACC003037,ACC004075,152422.64,INR,IMPS,ATM,,LOC002853,REF2951466217,Completed,Synthetic IMPS transaction,SYNTH_CARD_SYSTEM
TXN0062448,2022-04-11 06:00:16,ACC004516,ACC000668,2225373.23,INR,RTGS,Branch,,LOC004255,REF3398842480,Completed,Synthetic RTGS transaction,SYNTH_CARD_SYSTEM
TXN0062449,2022-06-04 17:13:24,ACC005178,ACC008913,129736.49,INR,IMPS,Internet Banking,,LOC001560,REF9038357871,Completed,Synthetic IMPS transaction,SYNTH_LEGACY_FINANCE
TXN0062450,2026-06-10 01:55:51,ACC003104,ACC004368,433815.13,INR,NEFT,API,,LOC004608,REF2831327836,Completed,Synthetic NEFT transaction,SYNTH_UPI_SWITCH
TXN0062451,2023-01-03 10:15:15,ACC004305,ACC003248,119452.12,INR,IMPS,API,,LOC003695,REF3957883101,Completed,Synthetic IMPS transaction,SYNTH_CARD_SYSTEM
TXN0062452,2022-01-08 05:41:38,ACC006783,ACC002596,40558.26,INR,BankTransfer,Internet Banking,,LOC000565,REF8748907695,Completed,Synthetic BankTransfer transaction,SYNTH_UPI_SWITCH
TXN0062453,2022-07-29 15:38:46,ACC001794,ACC002182,11535.71,INR,Card,ATM,MER02958,LOC001949,REF7871034446,Completed,Synthetic Card transaction,SYNTH_UPI_SWITCH
TXN0062454,2020-07-05 19:19:00,ACC008593,ACC006475,10339.80,INR,Card,Internet Banking,MER01406,LOC002160,REF3017261768,Completed,Synthetic Card transaction,SYNTH_LEGACY_FINANCE
TXN0062455,2023-08-28 18:39:42,ACC006096,ACC009950,39481.59,INR,IMPS,Mobile,,LOC000730,REF4966053682,Completed,Synthetic IMPS transaction,SYNTH_BANK_CORE
TXN0062456,2021-12-09 13:26:36,ACC000876,ACC004732,71120.38,INR,UPI,Branch,MER00260,LOC004762,REF3901338255,Completed,Synthetic UPI transaction,SYNTH_BANK_CORE
TXN0062457,2025-07-27 15:44:12,ACC000006,ACC008651,52476.12,INR,IMPS,Mobile,,LOC004208,REF1752730266,Completed,Synthetic IMPS transaction,SYNTH_LEGACY_FINANCE
TXN0062458,2025-02-11 04:34:08,ACC004285,ACC001816,71588.54,INR,UPI,Branch,MER00472,LOC004143,REF6558780987,Completed,Synthetic UPI transaction,SYNTH_CARD_SYSTEM
TXN0062459,2022-07-26 03:17:57,ACC007655,ACC005669,17305.44,INR,Card,Branch,MER02514,LOC002469,REF9265997504,Completed,Synthetic Card transaction,SYNTH_BANK_CORE
TXN0062460,2026-05-21 02:25:31,ACC001902,ACC008746,36224.18,INR,UPI,ATM,MER00217,LOC000639,REF1826614184,Completed,Synthetic UPI transaction,SYNTH_UPI_SWITCH
TXN0062461,2025-10-07 09:39:47,ACC008220,ACC005826,147344.37,INR,IMPS,API,,LOC003979,REF5017393929,Completed,Synthetic IMPS transaction,SYNTH_LEGACY_FINANCE
TXN0062462,2021-10-09 18:41:46,ACC002753,ACC000461,97524.19,INR,BankTransfer,ATM,,LOC004178,REF1888212170,Completed,Synthetic BankTransfer transaction,SYNTH_CARD_SYSTEM
TXN0062463,2020-03-17 02:41:45,ACC008008,ACC008067,28010.92,INR,UPI,Branch,MER02608,LOC001099,REF7967172526,Completed,Synthetic UPI transaction,SYNTH_UPI_SWITCH
TXN0062464,2026-04-22 23:31:03,ACC002437,ACC004201,62462.31,INR,UPI,ATM,MER00786,LOC000176,REF1724913591,Completed,Synthetic UPI transaction,SYNTH_LEGACY_FINANCE
TXN0062465,2025-12-02 20:53:47,ACC008735,ACC003090,40928.96,INR,Card,API,MER01225,LOC004633,REF1713538932,Completed,Synthetic Card transaction,SYNTH_CARD_SYSTEM
TXN0062466,2022-10-16 06:27:56,ACC004914,ACC006370,34307.20,INR,IMPS,ATM,,LOC004436,REF1264616942,Completed,Synthetic IMPS transaction,SYNTH_CARD_SYSTEM
TXN0062467,2021-09-04 15:51:45,ACC008873,ACC007540,99006.28,INR,IMPS,ATM,,LOC002239,REF4120124523,Completed,Synthetic IMPS transaction,SYNTH_UPI_SWITCH
TXN0062468,2025-12-30 17:05:01,ACC009410,ACC006465,449414.09,INR,NEFT,ATM,,LOC002725,REF2104987543,Completed,Synthetic NEFT transaction,SYNTH_NEFT_RTGS
TXN0062469,2021-08-15 18:28:30,ACC005165,ACC003086,13102.96,INR,Card,Internet Banking,MER00752,LOC000208,REF7240153660,Completed,Synthetic Card transaction,SYNTH_CARD_SYSTEM
TXN0062470,2019-09-11 01:34:10,ACC003836,ACC002823,122299.50,INR,IMPS,Internet Banking,,LOC000107,REF1071733844,Completed,Synthetic IMPS transaction,SYNTH_CARD_SYSTEM
TXN0062471,2025-04-11 23:03:24,ACC004597,ACC000812,319409.61,INR,NEFT,Internet Banking,,LOC001203,REF9728692083,Completed,Synthetic NEFT transaction,SYNTH_BANK_CORE
TXN0062472,2021-05-01 04:26:59,ACC009616,ACC006114,114784.43,INR,IMPS,API,,LOC002572,REF7614391241,Completed,Synthetic IMPS transaction,SYNTH_NEFT_RTGS
TXN0062473,2019-05-05 13:52:52,ACC006930,ACC004101,264489.85,INR,BankTransfer,ATM,,LOC004053,REF2758698008,Completed,Synthetic BankTransfer transaction,SYNTH_LEGACY_FINANCE
TXN0062474,2022-09-09 03:38:52,ACC002757,ACC001842,16615.26,INR,UPI,Internet Banking,MER01178,LOC002748,REF8334831436,Completed,Synthetic UPI transaction,SYNTH_NEFT_RTGS
TXN0062475,2019-06-11 09:00:53,ACC005369,ACC006634,889901.64,INR,RTGS,Branch,,LOC002392,REF7373487391,Completed,Synthetic RTGS transaction,SYNTH_BANK_CORE
TXN0062476,2022-06-28 21:23:04,ACC008967,ACC001597,63479.47,INR,CashDeposit,ATM,,LOC001885,REF5520906796,Completed,Synthetic CashDeposit transaction,SYNTH_BANK_CORE
TXN0062477,2023-09-06 00:53:10,ACC009956,ACC003724,55635.25,INR,BankTransfer,POS,,LOC001211,REF7729645177,Completed,Synthetic BankTransfer transaction,SYNTH_NEFT_RTGS
TXN0062478,2021-03-21 11:09:08,ACC007613,ACC005439,200794.18,INR,RTGS,Internet Banking,,LOC000938,REF7259931303,Completed,Synthetic RTGS transaction,SYNTH_CARD_SYSTEM
TXN0062479,2019-05-22 16:17:57,ACC000113,ACC007580,14710.44,INR,UPI,Mobile,MER01678,LOC004267,REF3953500571,Completed,Synthetic UPI transaction,SYNTH_LEGACY_FINANCE
TXN0062480,2019-01-24 14:01:18,ACC002937,ACC003444,140286.99,INR,IMPS,Internet Banking,,LOC002309,REF6850365441,Completed,Synthetic IMPS transaction,SYNTH_BANK_CORE
TXN0062481,2022-04-20 00:12:18,ACC009596,ACC004193,30523.78,INR,Card,Internet Banking,MER02127,LOC000569,REF3825951340,Completed,Synthetic Card transaction,SYNTH_LEGACY_FINANCE
TXN0062482,2024-08-24 09:07:22,ACC009610,ACC009116,582834.16,INR,RTGS,POS,,LOC003964,REF7365818509,Completed,Synthetic RTGS transaction,SYNTH_CARD_SYSTEM
TXN0062483,2020-11-15 02:23:44,ACC001335,ACC000279,88084.83,INR,BankTransfer,Branch,,LOC003763,REF2532009963,Completed,Synthetic BankTransfer transaction,SYNTH_BANK_CORE
TXN0062484,2026-03-12 12:31:26,ACC002934,ACC009800,31363.62,INR,BankTransfer,POS,,LOC001186,REF5908907932,Completed,Synthetic BankTransfer transaction,SYNTH_UPI_SWITCH
TXN0062485,2023-05-01 01:17:44,ACC003814,ACC005346,20433.31,INR,UPI,POS,MER02496,LOC003849,REF3988363213,Completed,Synthetic UPI transaction,SYNTH_NEFT_RTGS
TXN0062486,2019-04-12 11:51:33,ACC004412,ACC005694,18852.38,INR,CashDeposit,ATM,,LOC000671,REF1217248980,Completed,Synthetic CashDeposit transaction,SYNTH_LEGACY_FINANCE
TXN0062487,2022-12-09 16:27:48,ACC002703,ACC006250,6676.90,INR,UPI,API,MER01746,LOC003776,REF9157259206,Completed,Synthetic UPI transaction,SYNTH_NEFT_RTGS
TXN0062488,2023-12-26 02:28:25,ACC009761,ACC007549,408629.82,INR,NEFT,Branch,,LOC004346,REF7822609070,Failed,Synthetic NEFT transaction,SYNTH_UPI_SWITCH
TXN0062489,2022-01-24 18:59:57,ACC006822,ACC007473,233947.79,INR,BankTransfer,POS,,LOC003389,REF5609464554,Completed,Synthetic BankTransfer transaction,SYNTH_BANK_CORE
TXN0062490,2023-11-20 14:46:37,ACC009186,ACC000373,1490.54,INR,Card,Branch,MER02835,LOC001743,REF3039543353,Completed,Synthetic Card transaction,SYNTH_NEFT_RTGS
TXN0062491,2023-04-22 01:50:52,ACC003231,ACC005149,159496.05,INR,IMPS,Internet Banking,,LOC001441,REF2497379261,Completed,Synthetic IMPS transaction,SYNTH_NEFT_RTGS
TXN0062492,2022-10-08 07:25:31,ACC008239,ACC004249,1111.51,INR,IMPS,API,,LOC001282,REF3692081243,Completed,Synthetic IMPS transaction,SYNTH_BANK_CORE
TXN0062493,2022-04-26 21:39:28,ACC005618,ACC005998,12113.38,INR,Card,ATM,MER00215,LOC001215,REF2063195533,Completed,Synthetic Card transaction,SYNTH_UPI_SWITCH
TXN0062494,2022-04-14 20:57:24,ACC009718,ACC003525,15187.39,INR,Card,Internet Banking,MER02405,LOC004017,REF1312971170,Completed,Synthetic Card transaction,SYNTH_CARD_SYSTEM
TXN0062495,2024-06-04 03:59:04,ACC005397,ACC009039,368747.08,INR,NEFT,Mobile,,LOC002687,REF3107696433,Completed,Synthetic NEFT transaction,SYNTH_BANK_CORE
TXN0062496,2024-02-29 08:39:49,ACC001851,ACC005458,4776.58,INR,IMPS,Internet Banking,,LOC002610,REF4735123025,Completed,Synthetic IMPS transaction,SYNTH_BANK_CORE
TXN0062497,2025-11-02 02:24:56,ACC006785,ACC000904,2666.11,INR,Card,Internet Banking,MER00123,LOC000305,REF5217191918,Completed,Synthetic Card transaction,SYNTH_CARD_SYSTEM
TXN0062498,2026-07-13 06:55:26,ACC006249,ACC003553,183483.42,INR,NEFT,API,,LOC003347,REF3102146438,Completed,Synthetic NEFT transaction,SYNTH_CARD_SYSTEM
TXN0062499,2021-05-30 14:38:20,ACC000528,ACC005597,80740.78,INR,CashDeposit,API,,LOC004134,REF2668726178,Completed,Synthetic CashDeposit transaction,SYNTH_UPI_SWITCH
TXN0062500,2020-11-30 19:35:27,ACC004148,ACC007174,69026.88,INR,IMPS,Mobile,,LOC001054,REF5721546422,Completed,Synthetic IMPS transaction,SYNTH_CARD_SYSTEM
TXN0062501,2023-01-02 03:39:50,ACC001647,ACC001478,104097.39,INR,IMPS,ATM,,LOC004655,REF7554023601,Completed,Synthetic IMPS transaction,SYNTH_BANK_CORE
TXN0062502,2025-04-14 06:16:07,ACC004651,ACC002358,94205.45,INR,IMPS,API,,LOC002158,REF2839462768,Completed,Synthetic IMPS transaction,SYNTH_NEFT_RTGS
TXN0062503,2021-07-22 12:38:10,ACC005043,ACC003012,1586.02,INR,Card,API,MER01710,LOC004598,REF7627629405,Completed,Synthetic Card transaction,SYNTH_LEGACY_FINANCE
TXN0062504,2025-02-24 13:05:38,ACC005022,ACC004449,55620.48,INR,UPI,Internet Banking,MER01895,LOC002928,REF2593670078,Completed,Synthetic UPI transaction,SYNTH_NEFT_RTGS
TXN0062505,2025-10-11 23:39:20,ACC004740,ACC004188,8531.98,INR,Card,Mobile,MER00195,LOC003442,REF7940514326,Completed,Synthetic Card transaction,SYNTH_UPI_SWITCH
TXN0062506,2021-04-30 11:14:16,ACC006634,ACC002468,175869.58,INR,NEFT,Branch,,LOC000776,REF7085167372,Pending,Synthetic NEFT transaction,SYNTH_BANK_CORE
TXN0062507,2025-11-03 13:03:01,ACC001728,ACC005699,77830.26,INR,BankTransfer,Branch,,LOC004959,REF8205055926,Completed,Synthetic BankTransfer transaction,SYNTH_BANK_CORE
TXN0062508,2021-03-20 00:12:03,ACC005289,ACC003501,52501.48,INR,UPI,Branch,MER00206,LOC001008,REF8328118530,Completed,Synthetic UPI transaction,SYNTH_LEGACY_FINANCE
TXN0062509,2021-01-18 13:50:46,ACC008839,ACC001207,17229.53,INR,UPI,ATM,MER00665,LOC003038,REF1469351509,Completed,Synthetic UPI transaction,SYNTH_UPI_SWITCH
TXN0062510,2026-08-11 05:32:23,ACC007379,ACC006952,23697.65,INR,UPI,API,MER02691,LOC000219,REF2513812518,Completed,Synthetic UPI transaction,SYNTH_BANK_CORE
TXN0062511,2022-12-09 14:29:12,ACC002508,ACC007041,57151.22,INR,CashDeposit,Internet Banking,,LOC003268,REF2540233222,Completed,Synthetic CashDeposit transaction,SYNTH_UPI_SWITCH
TXN0062512,2021-04-14 13:46:54,ACC001016,ACC000467,138084.85,INR,IMPS,Mobile,,LOC004261,REF7496862559,Completed,Synthetic IMPS transaction,SYNTH_LEGACY_FINANCE
TXN0062513,2022-10-21 04:37:24,ACC006642,ACC004461,22286.20,INR,BankTransfer,API,,LOC002677,REF7736628963,Completed,Synthetic BankTransfer transaction,SYNTH_NEFT_RTGS
TXN0062514,2020-03-28 17:51:49,ACC007418,ACC007777,2061925.33,INR,RTGS,Internet Banking,,LOC004285,REF3440893530,Completed,Synthetic RTGS transaction,SYNTH_UPI_SWITCH
TXN0062515,2025-11-22 21:13:18,ACC007309,ACC004371,64263.49,INR,UPI,ATM,MER01013,LOC002787,REF6984628316,Completed,Synthetic UPI transaction,SYNTH_LEGACY_FINANCE
TXN0062516,2025-11-09 11:58:55,ACC008136,ACC005330,30678.95,INR,Card,Mobile,MER01707,LOC000505,REF6778152283,Completed,Synthetic Card transaction,SYNTH_UPI_SWITCH
TXN0062517,2025-06-08 21:13:51,ACC001368,ACC007609,48475.51,INR,NEFT,Mobile,,LOC004461,REF5963113504,Completed,Synthetic NEFT transaction,SYNTH_UPI_SWITCH
TXN0062518,2023-08-29 10:35:54,ACC002196,ACC005693,44078.81,INR,UPI,Mobile,MER00872,LOC003761,REF1577413652,Completed,Synthetic UPI transaction,SYNTH_UPI_SWITCH
TXN0062519,2019-07-14 14:17:17,ACC001295,ACC007508,133102.35,INR,BankTransfer,POS,,LOC001000,REF7643027724,Completed,Synthetic BankTransfer transaction,SYNTH_UPI_SWITCH
TXN0062520,2019-04-29 05:04:01,ACC008574,ACC003288,424983.30,INR,NEFT,Branch,,LOC002735,REF3254041764,Completed,Synthetic NEFT transaction,SYNTH_NEFT_RTGS
TXN0062521,2021-09-14 05:38:54,ACC001400,ACC009661,59203.68,INR,UPI,API,MER01192,LOC003968,REF1635192023,Failed,Synthetic UPI transaction,SYNTH_CARD_SYSTEM
TXN0062522,2023-11-06 16:08:46,ACC006207,ACC002402,35675.99,INR,Card,API,MER01252,LOC001960,REF8937057611,Completed,Synthetic Card transaction,SYNTH_NEFT_RTGS
TXN0062523,2022-09-12 22:01:48,ACC005139,ACC006164,74647.34,INR,UPI,ATM,MER02454,LOC002978,REF8286440215,Completed,Synthetic UPI transaction,SYNTH_CARD_SYSTEM
TXN0062524,2021-06-26 15:07:01,ACC009142,ACC007671,10496.10,INR,UPI,POS,MER02416,LOC001303,REF4406125868,Completed,Synthetic UPI transaction,SYNTH_UPI_SWITCH
TXN0062525,2021-02-11 14:13:11,ACC002246,ACC006923,14380.94,INR,UPI,POS,MER02807,LOC001925,REF3572338887,Completed,Synthetic UPI transaction,SYNTH_LEGACY_FINANCE
TXN0062526,2023-06-10 09:16:05,ACC005658,ACC000682,49240.85,INR,BankTransfer,ATM,,LOC001102,REF2059860362,Completed,Synthetic BankTransfer transaction,SYNTH_NEFT_RTGS
TXN0062527,2024-07-17 07:12:37,ACC004828,ACC009628,90120.15,INR,IMPS,ATM,,LOC000405,REF2337507696,Completed,Synthetic IMPS transaction,SYNTH_NEFT_RTGS
TXN0062528,2022-03-03 03:06:49,ACC007745,ACC004496,277078.53,INR,NEFT,POS,,LOC003473,REF1477512030,Completed,Synthetic NEFT transaction,SYNTH_NEFT_RTGS
TXN0062529,2023-04-29 06:04:30,ACC005100,ACC004358,24192.80,INR,IMPS,API,,LOC000026,REF1548831921,Completed,Synthetic IMPS transaction,SYNTH_UPI_SWITCH
TXN0062530,2024-02-08 00:01:48,ACC007918,ACC006651,113361.43,INR,IMPS,API,,LOC000741,REF7375666265,Completed,Synthetic IMPS transaction,SYNTH_UPI_SWITCH
TXN0062531,2023-07-30 10:07:51,ACC000609,ACC009455,35892.28,INR,UPI,Branch,MER02404,LOC000176,REF1760448784,Completed,Synthetic UPI transaction,SYNTH_BANK_CORE
TXN0062532,2022-08-10 20:06:37,ACC001352,ACC004791,2053404.50,INR,RTGS,Mobile,,LOC000561,REF5335952770,Completed,Synthetic RTGS transaction,SYNTH_NEFT_RTGS
TXN0062533,2023-05-01 01:06:17,ACC001498,ACC007575,2308.70,INR,Card,ATM,MER02816,LOC000631,REF7579840118,Completed,Synthetic Card transaction,SYNTH_CARD_SYSTEM
TXN0062534,2025-01-07 01:10:15,ACC002994,ACC004491,15876.47,INR,Card,ATM,MER02729,LOC004068,REF8262410245,Completed,Synthetic Card transaction,SYNTH_NEFT_RTGS
TXN0062535,2020-05-09 05:09:49,ACC001982,ACC005467,17868.93,INR,UPI,ATM,MER00728,LOC001512,REF9781737513,Completed,Synthetic UPI transaction,SYNTH_BANK_CORE
TXN0062536,2026-06-23 01:23:12,ACC000920,ACC006707,78679.49,INR,CashWithdrawal,Mobile,,LOC004935,REF2447206621,Completed,Synthetic CashWithdrawal transaction,SYNTH_LEGACY_FINANCE
TXN0062537,2024-12-11 15:17:29,ACC004875,ACC002845,99533.08,INR,CashDeposit,POS,,LOC001245,REF5519947693,Pending,Synthetic CashDeposit transaction,SYNTH_BANK_CORE
TXN0062538,2023-09-20 10:15:00,ACC007027,ACC008414,151040.17,INR,IMPS,POS,,LOC004888,REF7170755307,Failed,Synthetic IMPS transaction,SYNTH_LEGACY_FINANCE
TXN0062539,2019-09-02 01:36:21,ACC007913,ACC002776,28038.67,INR,Card,ATM,MER01524,LOC001039,REF2235869813,Failed,Synthetic Card transaction,SYNTH_UPI_SWITCH
TXN0062540,2019-07-18 05:10:00,ACC007917,ACC007414,60625.68,INR,CashWithdrawal,POS,,LOC000463,REF5574511847,Completed,Synthetic CashWithdrawal transaction,SYNTH_CARD_SYSTEM
TXN0062541,2022-02-16 17:08:59,ACC005237,ACC007340,291219.07,INR,BankTransfer,ATM,,LOC003108,REF2385073271,Completed,Synthetic BankTransfer transaction,SYNTH_NEFT_RTGS
TXN0062542,2020-06-01 14:29:06,ACC007060,ACC003734,43322.16,INR,UPI,API,MER02899,LOC000319,REF2795685244,Completed,Synthetic UPI transaction,SYNTH_NEFT_RTGS
TXN0062543,2023-05-27 19:13:44,ACC007112,ACC006412,27271.73,INR,Card,POS,MER00506,LOC001918,REF6256092414,Completed,Synthetic Card transaction,SYNTH_BANK_CORE
TXN0062544,2023-06-29 12:40:38,ACC005793,ACC005751,146537.77,INR,IMPS,API,,LOC001250,REF7694510758,Completed,Synthetic IMPS transaction,SYNTH_NEFT_RTGS
TXN0062545,2023-01-08 22:12:21,ACC003474,ACC005446,1861.62,INR,UPI,Internet Banking,MER01381,LOC000703,REF9559077241,Completed,Synthetic UPI transaction,SYNTH_LEGACY_FINANCE
TXN0062546,2020-07-01 11:47:13,ACC007102,ACC001208,22707.44,INR,CashWithdrawal,Branch,,LOC001162,REF3199472280,Completed,Synthetic CashWithdrawal transaction,SYNTH_LEGACY_FINANCE
TXN0062547,2021-12-30 17:48:23,ACC002744,ACC001779,102776.44,INR,BankTransfer,API,,LOC004356,REF7007414561,Completed,Synthetic BankTransfer transaction,SYNTH_UPI_SWITCH
TXN0062548,2023-11-25 10:14:57,ACC006882,ACC007138,317187.77,INR,NEFT,ATM,,LOC002904,REF7835668614,Completed,Synthetic NEFT transaction,SYNTH_CARD_SYSTEM
TXN0062549,2026-06-19 10:30:07,ACC009351,ACC002555,125532.83,INR,NEFT,Internet Banking,,LOC002735,REF3604599615,Completed,Synthetic NEFT transaction,SYNTH_BANK_CORE
TXN0062550,2020-01-31 22:31:04,ACC005678,ACC002471,43071.01,INR,BankTransfer,Branch,,LOC004739,REF3920783231,Completed,Synthetic BankTransfer transaction,SYNTH_BANK_CORE
TXN0062551,2023-02-12 11:01:52,ACC005193,ACC007461,111010.83,INR,IMPS,Branch,,LOC003282,REF4135293626,Completed,Synthetic IMPS transaction,SYNTH_BANK_CORE
TXN0062552,2024-04-01 21:58:38,ACC009571,ACC005842,119297.34,INR,IMPS,API,,LOC004431,REF8481248303,Completed,Synthetic IMPS transaction,SYNTH_LEGACY_FINANCE
TXN0062553,2024-06-05 22:47:41,ACC007977,ACC004219,45750.11,INR,BankTransfer,POS,,LOC000133,REF8390827051,Failed,Synthetic BankTransfer transaction,SYNTH_LEGACY_FINANCE
TXN0062554,2022-03-05 04:37:13,ACC001106,ACC001544,35992.77,INR,UPI,ATM,MER02520,LOC003075,REF7567838880,Failed,Synthetic UPI transaction,SYNTH_LEGACY_FINANCE
TXN0062555,2024-04-17 08:29:22,ACC002197,ACC004660,433265.00,INR,NEFT,Branch,,LOC003132,REF3806123772,Completed,Synthetic NEFT transaction,SYNTH_LEGACY_FINANCE
TXN0062556,2024-02-20 07:45:08,ACC007293,ACC004288,37041.49,INR,UPI,Internet Banking,MER00673,LOC002174,REF8549012155,Completed,Synthetic UPI transaction,SYNTH_NEFT_RTGS
TXN0062557,2026-05-21 15:38:00,ACC002240,ACC004475,17635.82,INR,Card,Branch,MER01928,LOC003931,REF1365947590,Completed,Synthetic Card transaction,SYNTH_UPI_SWITCH
TXN0062558,2024-11-16 20:08:56,ACC008270,ACC000256,40243.21,INR,CashDeposit,Internet Banking,,LOC001152,REF7729075574,Completed,Synthetic CashDeposit transaction,SYNTH_LEGACY_FINANCE
TXN0062559,2023-02-01 04:31:34,ACC000246,ACC002548,21792.50,INR,Card,Mobile,MER00325,LOC002655,REF1621377765,Completed,Synthetic Card transaction,SYNTH_CARD_SYSTEM
TXN0062560,2023-02-03 18:37:02,ACC000928,ACC005888,17550.32,INR,UPI,Branch,MER00239,LOC004431,REF2066468218,Completed,Synthetic UPI transaction,SYNTH_CARD_SYSTEM
TXN0062561,2021-01-23 19:24:15,ACC005446,ACC004068,34001.22,INR,IMPS,Branch,,LOC001822,REF1271800965,Completed,Synthetic IMPS transaction,SYNTH_UPI_SWITCH
TXN0062562,2021-11-16 10:10:22,ACC007066,ACC003666,217533.55,INR,NEFT,ATM,,LOC001268,REF5045738084,Completed,Synthetic NEFT transaction,SYNTH_LEGACY_FINANCE
TXN0062563,2024-06-25 10:35:39,ACC009508,ACC003609,161605.00,INR,IMPS,Branch,,LOC002873,REF8826678471,Completed,Synthetic IMPS transaction,SYNTH_LEGACY_FINANCE
TXN0062564,2022-05-04 16:39:30,ACC003254,ACC000257,289982.83,INR,BankTransfer,API,,LOC003063,REF7706019596,Completed,Synthetic BankTransfer transaction,SYNTH_BANK_CORE
TXN0062565,2025-06-14 03:25:26,ACC001672,ACC003238,302353.04,INR,NEFT,POS,,LOC001957,REF9111079010,Completed,Synthetic NEFT transaction,SYNTH_LEGACY_FINANCE
TXN0062566,2020-12-13 19:59:25,ACC005013,ACC000798,472057.13,INR,NEFT,API,,LOC002856,REF4133465969,Completed,Synthetic NEFT transaction,SYNTH_CARD_SYSTEM
TXN0062567,2021-10-06 12:25:11,ACC003096,ACC009390,629063.25,INR,RTGS,POS,,LOC001444,REF8123582589,Completed,Synthetic RTGS transaction,SYNTH_LEGACY_FINANCE
TXN0062568,2019-04-06 01:54:50,ACC008557,ACC008351,31890.23,INR,UPI,Branch,MER00061,LOC001174,REF8141515777,Completed,Synthetic UPI transaction,SYNTH_UPI_SWITCH
TXN0062569,2024-04-23 19:36:14,ACC001793,ACC008693,43098.49,INR,UPI,Mobile,MER01665,LOC002312,REF6110347346,Completed,Synthetic UPI transaction,SYNTH_UPI_SWITCH
TXN0062570,2025-01-15 15:56:42,ACC009378,ACC002013,96909.68,INR,CashDeposit,API,,LOC003928,REF2596555800,Completed,Synthetic CashDeposit transaction,SYNTH_LEGACY_FINANCE
TXN0062571,2025-06-08 11:09:23,ACC004225,ACC006603,100865.30,INR,IMPS,Branch,,LOC002952,REF3831113379,Completed,Synthetic IMPS transaction,SYNTH_LEGACY_FINANCE
TXN0062572,2023-11-29 15:28:47,ACC002619,ACC009478,14894.52,INR,CashWithdrawal,Mobile,,LOC002765,REF3623206009,Completed,Synthetic CashWithdrawal transaction,SYNTH_CARD_SYSTEM
TXN0062573,2019-07-09 10:23:54,ACC002690,ACC004933,24267.87,INR,UPI,Mobile,MER00354,LOC003005,REF5567867537,Completed,Synthetic UPI transaction,SYNTH_NEFT_RTGS
TXN0062574,2020-09-05 03:29:56,ACC008169,ACC002574,13709.62,INR,Card,API,MER02968,LOC001873,REF8840961401,Completed,Synthetic Card transaction,SYNTH_CARD_SYSTEM
TXN0062575,2025-07-06 12:48:45,ACC007498,ACC004958,51914.28,INR,UPI,Mobile,MER02180,LOC000882,REF9943998004,Completed,Synthetic UPI transaction,SYNTH_UPI_SWITCH
TXN0062576,2019-12-12 07:53:54,ACC006416,ACC003399,176043.79,INR,IMPS,API,,LOC002401,REF1842655214,Completed,Synthetic IMPS transaction,SYNTH_UPI_SWITCH
