record_id,person_id,entity_id
R004656,P002908,E002908
R004657,P003806,E003806
R004658,P004598,E004598
R004659,P004926,E004926
R004660,P006034,E006034
R004661,P000654,E000654
R004662,P003602,E003602
R004663,P004037,E004037
R004664,P003293,E003293
R004665,P005279,E005279
R004666,P006081,E006081
R004667,P006080,E006080
R004668,P004382,E004382
R004669,P003724,E003724
R004670,P000766,E000766
R004671,P006223,E006223
R004672,P005847,E005847
R004673,P000417,E000417
R004674,P004817,E004817
R004675,P006309,E006309
R004676,P001637,E001637
R004677,P000216,E000216
R004678,P004022,E004022
R004679,P001561,E001561
R004680,P003954,E003954
R004681,P001404,E001404
R004682,P003488,E003488
R004683,P000718,E000718
R004684,P002327,E002327
R004685,P006230,E006230
R004686,P003711,E003711
R004687,P004591,E004591
R004688,P000984,E000984
R004689,P005801,E005801
R004690,P005383,E005383
R004691,P006171,E006171
R004692,P002425,E002425
R004693,P005824,E005824
R004694,P004435,E004435
R004695,P002795,E002795
R004696,P000692,E000692
R004697,P002240,E002240
R004698,P004340,E004340
R004699,P002085,E002085
R004700,P004531,E004531
R004701,P006630,E006630
R004702,P000810,E000810
R004703,P005202,E005202
R004704,P005791,E005791
R004705,P001279,E001279
R004706,P001193,E001193
R004707,P001512,E001512
R004708,P000894,E000894
R004709,P001789,E001789
R004710,P006439,E006439
R004711,P000994,E000994
R004712,P002906,E002906
R004713,P000275,E000275
R004714,P000267,E000267
R004715,P003683,E003683
R004716,P004368,E004368
R004717,P005431,E005431
R004718,P006352,E006352
R004719,P001077,E001077
R004720,P005934,E005934
R004721,P001520,E001520
R004722,P000212,E000212
R004723,P004592,E004592
R004724,P006499,E006499
R004725,P000813,E000813
R004726,P002374,E002374
R004727,P004093,E004093
R004728,P001446,E001446
R004729,P003506,E003506
R004730,P004069,E004069
R004731,P000461,E000461
R004732,P005916,E005916
R004733,P001457,E001457
R004734,P006207,E006207
R004735,P006999,E006999
R004736,P002293,E002293
R004737,P002630,E002630
R004738,P002060,E002060
R004739,P005174,E005174
R004740,P004880,E004880
R004741,P002149,E002149
R004742,P000454,E000454
R004743,P002549,E002549
R004744,P004083,E004083
R004745,P001173,E001173
R004746,P003045,E003045
R004747,P003534,E003534
R004748,P002169,E002169
R004749,P000341,E000341
R004750,P003362,E003362
R004751,P001620,E001620
R004752,P003991,E003991
R004753,P001863,E001863
R004754,P002496,E002496
R004755,P000886,E000886
R004756,P004097,E004097
R004757,P000286,E000286
R004758,P006725,E006725
R004759,P003200,E003200
R004760,P001394,E001394
R004761,P002661,E002661
R004762,P005385,E005385
R004763,P006970,E006970
R004764,P005087,E005087
R004765,P002251,E002251
R004766,P000763,E000763
R004767,P004113,E004113
R004768,P002882,E002882
R004769,P002999,E002999
R004770,P005794,E005794
R004771,P000777,E000777
R004772,P003185,E003185
R004773,P005271,E005271
R004774,P000954,E000954
R004775,P005440,E005440
R004776,P001192,E001192
R004777,P001767,E001767
R004778,P000612,E000612
R004779,P005539,E005539
R004780,P004451,E004451
R004781,P006297,E006297
R004782,P003859,E003859
R004783,P006682,E006682
R004784,P005697,E005697
R004785,P001756,E001756
R004786,P005836,E005836
R004787,P006260,E006260
R004788,P000403,E000403
R004789,P000304,E000304
R004790,P002831,E002831
R004791,P000888,E000888
R004792,P001098,E001098
R004793,P002116,E002116
R004794,P005341,E005341
R004795,P006242,E006242
R004796,P006205,E006205
R004797,P000658,E000658
R004798,P005109,E005109
R004799,P005338,E005338
R004800,P005837,E005837
R004801,P003251,E003251
R004802,P006710,E006710
R004803,P006408,E006408
R004804,P006992,E006992
R004805,P006115,E006115
R004806,P005467,E005467
R004807,P003313,E003313
R004808,P003212,E003212
R004809,P003741,E003741
R004810,P006988,E006988
R004811,P003794,E003794
R004812,P003868,E003868
R004813,P003725,E003725
R004814,P005010,E005010
R004815,P006577,E006577
R004816,P000657,E000657
R004817,P000236,E000236
R004818,P003849,E003849
R004819,P003837,E003837
R004820,P005417,E005417
R004821,P004617,E004617
R004822,P000559,E000559
R004823,P006926,E006926
R004824,P002358,E002358
R004825,P000505,E000505
R004826,P000549,E000549
R004827,P004485,E004485
R004828,P005040,E005040
R004829,P004739,E004739
R004830,P006392,E006392
R004831,P005660,E005660
R004832,P006778,E006778
R004833,P004261,E004261
R004834,P006925,E006925
R004835,P006743,E006743
R004836,P004801,E004801
R004837,P003052,E003052
R004838,P002931,E002931
R004839,P003664,E003664
R004840,P002416,E002416
R004841,P005675,E005675
R004842,P000063,E000063
R004843,P000281,E000281
R004844,P001730,E001730
R004845,P003857,E003857
R004846,P006816,E006816
R004847,P002249,E002249
R004848,P004758,E004758
R004849,P002540,E002540
R004850,P004291,E004291
R004851,P005163,E005163
R004852,P006874,E006874
R004853,P001548,E001548
R004854,P003544,E003544
R004855,P004128,E004128
R004856,P004761,E004761
R004857,P006612,E006612
R004858,P002542,E002542
R004859,P000109,E000109
R004860,P003081,E003081
R004861,P003319,E003319
R004862,P001087,E001087
R004863,P004358,E004358
R004864,P006749,E006749
R004865,P002884,E002884
R004866,P004120,E004120
R004867,P001950,E001950
R004868,P001435,E001435
R004869,P006632,E006632
R004870,P004011,E004011
R004871,P002496,E002496
R004872,P002960,E002960
R004873,P000583,E000583
R004874,P006056,E006056
R004875,P001651,E001651
R004876,P005140,E005140
R004877,P000432,E000432
R004878,P006554,E006554
R004879,P003877,E003877
R004880,P002915,E002915
R004881,P000292,E000292
R004882,P001510,E001510
R004883,P001599,E001599
R004884,P005321,E005321
R004885,P002025,E002025
R004886,P003244,E003244
R004887,P001418,E001418
R004888,P005233,E005233
R004889,P001707,E001707
R004890,P003497,E003497
R004891,P006518,E006518
R004892,P003737,E003737
R004893,P006875,E006875
R004894,P002315,E002315
R004895,P004375,E004375
R004896,P000096,E000096
R004897,P005546,E005546
R004898,P006934,E006934
R004899,P001159,E001159
R004900,P005313,E005313
R004901,P000580,E000580
R004902,P003961,E003961
R004903,P006342,E006342
R004904,P001575,E001575
R004905,P002390,E002390
R004906,P004187,E004187
R004907,P001800,E001800
R004908,P005489,E005489
R004909,P006839,E006839
R004910,P002574,E002574
R004911,P004820,E004820
R004912,P005138,E005138
R004913,P000824,E000824
R004914,P002164,E002164
R004915,P000278,E000278
R004916,P006573,E006573
R004917,P006489,E006489
R004918,P000895,E000895
R004919,P005589,E005589
R004920,P006444,E006444
R004921,P003061,E003061
R004922,P006386,E006386
R004923,P006615,E006615
R004924,P002639,E002639
R004925,P001717,E001717
R004926,P000870,E000870
R004927,P000091,E000091
R004928,P000100,E000100
R004929,P003388,E003388
R004930,P001749,E001749
R004931,P004235,E004235
R004932,P002774,E002774
R004933,P000011,E000011
R004934,P001323,E001323
R004935,P006959,E006959
R004936,P001300,E001300
R004937,P006645,E006645
R004938,P002423,E002423
R004939,P003379,E003379
R004940,P000173,E000173
R004941,P004098,E004098
R004942,P005035,E005035
R004943,P006076,E006076
R004944,P006566,E006566
R004945,P000963,E000963
R004946,P002971,E002971
R004947,P004024,E004024
R004948,P003591,E003591
R004949,P004792,E004792
R004950,P005207,E005207
R004951,P002226,E002226
R004952,P003043,E003043
R004953,P002594,E002594
R004954,P004411,E004411
R004955,P004731,E004731
R004956,P003739,E003739
R004957,P006364,E006364
R004958,P003740,E003740
R004959,P002512,E002512
R004960,P001660,E001660
R004961,P003560,E003560
R004962,P006287,E006287
R004963,P006067,E006067
R004964,P002912,E002912
R004965,P002468,E002468
R004966,P000891,E000891
R004967,P002103,E002103
R004968,P001289,E001289
R004969,P003011,E003011
R004970,P001601,E001601
R004971,P006336,E006336
R004972,P004874,E004874
R004973,P002164,E002164
R004974,P005621,E005621
R004975,P003784,E003784
R004976,P003595,E003595
R004977,P003539,E003539
R004978,P006227,E006227
R004979,P003061,E003061
R004980,P000942,E000942
R004981,P002308,E002308
R004982,P003572,E003572
R004983,P001253,E001253
R004984,P000324,E000324
R004985,P004509,E004509
R004986,P006830,E006830
R004987,P003405,E003405
R004988,P004994,E004994
R004989,P000104,E000104
R004990,P006443,E006443
R004991,P005621,E005621
R004992,P002208,E002208
R004993,P001791,E001791
R004994,P005101,E005101
R004995,P000471,E000471
R004996,P002932,E002932
R004997,P006412,E006412
R004998,P000885,E000885
R004999,P000605,E000605
R005000,P003303,E003303
R005001,P005493,E005493
R005002,P005876,E005876
R005003,P003918,E003918
R005004,P006990,E006990
R005005,P006255,E006255
R005006,P002823,E002823
R005007,P001203,E001203
R005008,P006060,E006060
R005009,P001201,E001201
R005010,P006922,E006922
R005011,P001906,E001906
R005012,P002467,E002467
R005013,P002640,E002640
R005014,P003562,E003562
R005015,P000403,E000403
R005016,P006624,E006624
R005017,P002165,E002165
R005018,P002644,E002644
R005019,P002056,E002056
R005020,P000126,E000126
R005021,P001880,E001880
R005022,P004762,E004762
R005023,P005600,E005600
R005024,P005563,E005563
R005025,P006776,E006776
R005026,P005035,E005035
R005027,P002923,E002923
R005028,P006569,E006569
R005029,P006910,E006910
R005030,P006921,E006921
R005031,P003272,E003272
R005032,P000902,E000902
R005033,P001256,E001256
R005034,P002098,E002098
R005035,P001303,E001303
R005036,P001120,E001120
R005037,P006031,E006031
R005038,P002944,E002944
R005039,P002917,E002917
R005040,P000592,E000592
R005041,P005118,E005118
R005042,P006262,E006262
R005043,P002768,E002768
R005044,P002389,E002389
R005045,P001792,E001792
R005046,P006814,E006814
R005047,P005154,E005154
R005048,P006744,E006744
R005049,P004313,E004313
R005050,P004082,E004082
R005051,P005020,E005020
R005052,P006140,E006140
R005053,P000458,E000458
R005054,P001476,E001476
R005055,P002939,E002939
R005056,P006868,E006868
R005057,P001414,E001414
R005058,P003213,E003213
R005059,P004115,E004115
R005060,P004619,E004619
R005061,P000385,E000385
R005062,P005442,E005442
R005063,P000540,E000540
R005064,P005705,E005705
R005065,P006694,E006694
R005066,P001051,E001051
R005067,P000353,E000353
R005068,P000032,E000032
R005069,P005390,E005390
R005070,P005978,E005978
R005071,P006772,E006772
R005072,P004297,E004297
R005073,P000975,E000975
R005074,P005652,E005652
R005075,P001274,E001274
R005076,P003677,E003677
R005077,P005796,E005796
R005078,P006850,E006850
R005079,P003001,E003001
R005080,P003085,E003085
R005081,P003091,E003091
R005082,P006559,E006559
R005083,P001831,E001831
R005084,P001227,E001227
R005085,P002612,E002612
R005086,P001820,E001820
R005087,P005376,E005376
R005088,P006396,E006396
R005089,P001677,E001677
R005090,P005560,E005560
R005091,P001735,E001735
R005092,P000454,E000454
R005093,P000672,E000672
R005094,P001360,E001360
R005095,P006726,E006726
R005096,P002237,E002237
R005097,P005799,E005799
R005098,P005041,E005041
R005099,P001759,E001759
R005100,P005196,E005196
R005101,P005935,E005935
R005102,P001168,E001168
R005103,P006270,E006270
R005104,P004481,E004481
R005105,P005288,E005288
R005106,P005322,E005322
R005107,P001216,E001216
R005108,P006092,E006092
R005109,P003961,E003961
R005110,P002670,E002670
R005111,P001557,E001557
R005112,P004875,E004875
R005113,P005984,E005984
R005114,P006636,E006636
R005115,P001058,E001058
R005116,P004689,E004689
R005117,P000488,E000488
R005118,P003236,E003236
R005119,P006252,E006252
R005120,P000492,E000492
R005121,P002564,E002564
R005122,P004053,E004053
R005123,P001075,E001075
R005124,P002591,E002591
R005125,P001160,E001160
R005126,P000449,E000449
R005127,P001103,E001103
R005128,P005433,E005433
R005129,P000195,E000195
R005130,P006875,E006875
R005131,P005278,E005278
R005132,P004847,E004847
R005133,P005461,E005461
R005134,P003284,E003284
R005135,P002887,E002887
R005136,P003651,E003651
R005137,P000830,E000830
R005138,P003814,E003814
R005139,P006771,E006771
R005140,P002132,E002132
R005141,P006861,E006861
R005142,P006207,E006207
R005143,P001983,E001983
R005144,P002387,E002387
R005145,P006273,E006273
R005146,P005124,E005124
R005147,P001138,E001138
R005148,P006728,E006728
R005149,P002603,E002603
R005150,P000999,E000999
R005151,P001842,E001842
R005152,P004201,E004201
R005153,P005664,E005664
R005154,P003891,E003891
R005155,P004962,E004962
R005156,P002750,E002750
R005157,P004434,E004434
R005158,P000243,E000243
R005159,P006102,E006102
R005160,P001997,E001997
R005161,P000119,E000119
R005162,P001416,E001416
R005163,P001763,E001763
R005164,P006174,E006174
R005165,P003371,E003371
R005166,P004984,E004984
R005167,P003243,E003243
R005168,P000578,E000578
R005169,P002817,E002817
R005170,P005091,E005091
R005171,P002087,E002087
R005172,P002385,E002385
R005173,P005455,E005455
R005174,P003538,E003538
R005175,P003904,E003904
R005176,P000070,E000070
R005177,P001955,E001955
R005178,P004391,E004391
R005179,P004898,E004898
R005180,P004223,E004223
R005181,P000701,E000701
R005182,P004086,E004086
R005183,P001301,E001301
R005184,P000858,E000858
R005185,P002116,E002116
R005186,P006448,E006448
R005187,P006075,E006075
R005188,P000783,E000783
R005189,P000579,E000579
R005190,P004792,E004792
R005191,P005769,E005769
R005192,P004732,E004732
R005193,P001686,E001686
R005194,P003872,E003872
R005195,P001049,E001049
R005196,P002632,E002632
R005197,P003115,E003115
R005198,P006535,E006535
R005199,P004039,E004039
R005200,P002940,E002940
R005201,P006901,E006901
R005202,P003549,E003549
R005203,P003437,E003437
R005204,P006920,E006920
R005205,P005447,E005447
R005206,P003802,E003802
R005207,P000147,E000147
R005208,P006807,E006807
R005209,P006277,E006277
R005210,P002525,E002525
R005211,P000141,E000141
R005212,P003349,E003349
R005213,P004733,E004733
R005214,P004612,E004612
R005215,P006671,E006671
R005216,P001458,E001458
R005217,P003864,E003864
R005218,P006327,E006327
R005219,P004862,E004862
R005220,P004477,E004477
R005221,P000128,E000128
R005222,P005367,E005367
R005223,P000637,E000637
R005224,P005008,E005008
R005225,P002729,E002729
R005226,P004393,E004393
R005227,P003700,E003700
R005228,P000623,E000623
R005229,P000362,E000362
R005230,P000438,E000438
R005231,P001151,E001151
R005232,P006625,E006625
R005233,P003280,E003280
R005234,P000094,E000094
R005235,P000260,E000260
R005236,P003819,E003819
R005237,P002450,E002450
R005238,P005104,E005104
R005239,P000501,E000501
R005240,P004622,E004622
R005241,P003624,E003624
R005242,P006477,E006477
R005243,P005657,E005657
R005244,P005980,E005980
R005245,P003586,E003586
R005246,P000648,E000648
R005247,P004913,E004913
R005248,P005475,E005475
R005249,P005567,E005567
R005250,P002593,E002593
R005251,P001398,E001398
R005252,P000543,E000543
R005253,P006475,E006475
R005254,P003207,E003207
R005255,P005781,E005781
R005256,P001367,E001367
R005257,P001421,E001421
R005258,P005742,E005742
R005259,P005183,E005183
R005260,P000864,E000864
R005261,P004405,E004405
R005262,P000544,E000544
R005263,P003854,E003854
R005264,P005569,E005569
R005265,P006298,E006298
R005266,P001586,E001586
R005267,P001555,E001555
R005268,P000174,E000174
R005269,P005200,E005200
R005270,P002618,E002618
R005271,P004144,E004144
R005272,P002893,E002893
R005273,P003118,E003118
R005274,P004393,E004393
R005275,P006121,E006121
R005276,P006370,E006370
R005277,P006966,E006966
R005278,P002239,E002239
R005279,P001875,E001875
R005280,P002640,E002640
R005281,P000257,E000257
R005282,P006058,E006058
R005283,P000499,E000499
R005284,P002959,E002959
R005285,P003240,E003240
R005286,P003770,E003770
R005287,P003361,E003361
R005288,P003421,E003421
R005289,P000786,E000786
R005290,P000002,E000002
R005291,P005980,E005980
R005292,P001647,E001647
R005293,P001907,E001907
R005294,P006493,E006493
R005295,P004378,E004378
R005296,P000346,E000346
R005297,P002470,E002470
R005298,P004288,E004288
R005299,P005159,E005159
R005300,P001984,E001984
R005301,P003709,E003709
R005302,P006827,E006827
R005303,P006826,E006826
R005304,P003966,E003966
R005305,P000926,E000926
R005306,P000183,E000183
R005307,P006095,E006095
R005308,P005379,E005379
R005309,P006108,E006108
R005310,P003798,E003798
R005311,P006059,E006059
R005312,P001250,E001250
R005313,P004183,E004183
R005314,P004935,E004935
R005315,P004227,E004227
R005316,P002634,E002634
R005317,P002803,E002803
R005318,P005052,E005052
R005319,P000501,E000501
R005320,P005673,E005673
R005321,P004663,E004663
R005322,P000821,E000821
R005323,P006526,E006526
R005324,P002328,E002328
R005325,P005268,E005268
R005326,P000826,E000826
R005327,P004706,E004706
R005328,P001230,E001230
R005329,P002928,E002928
R005330,P000139,E000139
R005331,P000698,E000698
R005332,P000098,E000098
R005333,P004051,E004051
R005334,P004476,E004476
R005335,P002253,E002253
R005336,P006785,E006785
R005337,P001380,E001380
R005338,P002684,E002684
R005339,P000763,E000763
R005340,P004443,E004443
R005341,P002318,E002318
R005342,P003835,E003835
R005343,P006165,E006165
R005344,P003960,E003960
R005345,P006817,E006817
R005346,P000967,E000967
R005347,P005343,E005343
R005348,P006545,E006545
R005349,P000789,E000789
R005350,P000394,E000394
R005351,P006374,E006374
R005352,P003186,E003186
R005353,P001588,E001588
R005354,P003885,E003885
R005355,P001667,E001667
R005356,P003738,E003738
R005357,P005768,E005768
R005358,P005287,E005287
R005359,P005066,E005066
R005360,P003981,E003981
R005361,P003567,E003567
R005362,P000507,E000507
R005363,P000505,E000505
R005364,P003861,E003861
R005365,P000120,E000120
R005366,P001325,E001325
R005367,P003809,E003809
R005368,P006292,E006292
R005369,P005670,E005670
R005370,P005743,E005743
R005371,P002610,E002610
R005372,P004251,E004251
R005373,P002956,E002956
R005374,P003311,E003311
R005375,P001495,E001495
R005376,P005632,E005632
R005377,P001947,E001947
R005378,P002178,E002178
R005379,P003827,E003827
R005380,P005012,E005012
R005381,P004808,E004808
R005382,P003070,E003070
R005383,P001290,E001290
R005384,P003222,E003222
R005385,P000976,E000976
R005386,P000365,E000365
R005387,P005459,E005459
R005388,P006014,E006014
R005389,P006792,E006792
R005390,P000062,E000062
R005391,P005889,E005889
R005392,P005241,E005241
R005393,P004131,E004131
R005394,P005998,E005998
R005395,P000047,E000047
R005396,P004961,E004961
R005397,P001804,E001804
R005398,P006491,E006491
R005399,P001712,E001712
R005400,P006155,E006155
R005401,P005631,E005631
R005402,P000800,E000800
R005403,P004572,E004572
R005404,P004278,E004278
R005405,P004132,E004132
R005406,P002657,E002657
R005407,P004245,E004245
R005408,P002780,E002780
R005409,P004107,E004107
R005410,P001050,E001050
R005411,P001716,E001716
R005412,P002288,E002288
R005413,P001217,E001217
R005414,P001174,E001174
R005415,P004176,E004176
R005416,P002126,E002126
R005417,P000693,E000693
R005418,P002352,E002352
R005419,P005106,E005106
R005420,P006928,E006928
R005421,P000187,E000187
R005422,P003781,E003781
R005423,P006048,E006048
R005424,P005239,E005239
R005425,P001503,E001503
R005426,P002426,E002426
R005427,P005857,E005857
R005428,P006454,E006454
R005429,P004887,E004887
R005430,P002755,E002755
R005431,P001836,E001836
R005432,P005952,E005952
R005433,P000325,E000325
R005434,P002303,E002303
R005435,P006261,E006261
R005436,P001111,E001111
R005437,P002594,E002594
R005438,P006911,E006911
R005439,P005130,E005130
R005440,P006070,E006070
R005441,P001264,E001264
R005442,P003566,E003566
R005443,P000404,E000404
R005444,P004783,E004783
R005445,P001315,E001315
R005446,P005549,E005549
R005447,P000449,E000449
R005448,P001820,E001820
R005449,P003995,E003995
R005450,P005302,E005302
R005451,P002735,E002735
R005452,P004774,E004774
R005453,P000044,E000044
R005454,P004563,E004563
R005455,P001278,E001278
R005456,P005650,E005650
R005457,P000453,E000453
R005458,P000162,E000162
R005459,P006565,E006565
R005460,P000392,E000392
R005461,P005548,E005548
R005462,P005901,E005901
R005463,P005319,E005319
R005464,P001151,E001151
R005465,P001918,E001918
R005466,P002545,E002545
R005467,P006748,E006748
R005468,P002955,E002955
R005469,P002520,E002520
R005470,P004567,E004567
R005471,P006449,E006449
R005472,P001933,E001933
R005473,P006384,E006384
R005474,P004170,E004170
R005475,P000653,E000653
R005476,P004175,E004175
R005477,P001339,E001339
R005478,P004589,E004589
R005479,P005968,E005968
R005480,P004697,E004697
R005481,P006578,E006578
R005482,P005034,E005034
R005483,P000565,E000565
R005484,P001799,E001799
R005485,P002115,E002115
R005486,P000175,E000175
R005487,P002728,E002728
R005488,P006595,E006595
R005489,P002688,E002688
R005490,P004945,E004945
R005491,P002133,E002133
R005492,P006407,E006407
R005493,P003503,E003503
R005494,P001558,E001558
R005495,P006552,E006552
R005496,P001696,E001696
R005497,P002139,E002139
R005498,P001225,E001225
R005499,P003000,E003000
R005500,P005662,E005662
R005501,P001895,E001895
R005502,P004064,E004064
R005503,P003734,E003734
R005504,P004886,E004886
R005505,P003150,E003150
R005506,P005844,E005844
R005507,P001247,E001247
R005508,P004676,E004676
R005509,P003915,E003915
R005510,P006383,E006383
R005511,P001532,E001532
R005512,P001624,E001624
R005513,P006122,E006122
R005514,P000804,E000804
R005515,P005620,E005620
R005516,P004066,E004066
R005517,P003697,E003697
R005518,P001791,E001791
R005519,P002471,E002471
R005520,P004322,E004322
R005521,P000966,E000966
R005522,P000519,E000519
R005523,P002257,E002257
R005524,P000564,E000564
R005525,P003039,E003039
R005526,P002529,E002529
R005527,P005156,E005156
R005528,P001507,E001507
R005529,P002403,E002403
R005530,P005675,E005675
R005531,P006482,E006482
R005532,P001161,E001161
R005533,P006022,E006022
R005534,P006600,E006600
R005535,P001559,E001559
R005536,P005492,E005492
R005537,P004010,E004010
R005538,P001721,E001721
R005539,P004366,E004366
R005540,P004575,E004575
R005541,P001279,E001279
R005542,P000553,E000553
R005543,P005931,E005931
R005544,P000575,E000575
R005545,P001676,E001676
R005546,P002897,E002897
R005547,P000724,E000724
R005548,P000021,E000021
R005549,P005577,E005577
R005550,P001864,E001864
R005551,P001680,E001680
R005552,P005800,E005800
R005553,P000459,E000459
R005554,P005310,E005310
R005555,P002448,E002448
R005556,P000630,E000630
R005557,P006562,E006562
R005558,P006107,E006107
R005559,P000020,E000020
R005560,P000068,E000068
R005561,P002933,E002933
R005562,P004050,E004050
R005563,P004648,E004648
R005564,P006088,E006088
R005565,P000794,E000794
R005566,P000150,E000150
R005567,P005235,E005235
R005568,P004967,E004967
R005569,P003283,E003283
R005570,P004620,E004620
R005571,P006395,E006395
R005572,P004108,E004108
R005573,P004421,E004421
R005574,P003505,E003505
R005575,P006637,E006637
R005576,P003195,E003195
R005577,P004431,E004431
R005578,P004616,E004616
R005579,P004163,E004163
R005580,P004582,E004582
R005581,P002742,E002742
R005582,P005057,E005057
R005583,P006603,E006603
R005584,P001743,E001743
R005585,P006871,E006871
R005586,P005782,E005782
R005587,P006680,E006680
R005588,P002163,E002163
R005589,P000416,E000416
R005590,P004067,E004067
R005591,P006074,E006074
R005592,P001310,E001310
R005593,P000518,E000518
R005594,P002083,E002083
R005595,P005133,E005133
R005596,P006684,E006684
R005597,P003306,E003306
R005598,P001702,E001702
R005599,P001007,E001007
R005600,P003863,E003863
R005601,P006267,E006267
R005602,P001723,E001723
R005603,P001439,E001439
R005604,P003989,E003989
R005605,P003328,E003328
R005606,P004066,E004066
R005607,P002511,E002511
R005608,P002949,E002949
R005609,P006256,E006256
R005610,P005053,E005053
R005611,P003353,E003353
R005612,P000380,E000380
R005613,P005341,E005341
R005614,P003640,E003640
R005615,P004385,E004385
R005616,P005160,E005160
R005617,P002479,E002479
R005618,P000530,E000530
R005619,P006692,E006692
R005620,P000231,E000231
R005621,P002597,E002597
R005622,P006228,E006228
R005623,P004429,E004429
R005624,P006405,E006405
R005625,P006778,E006778
R005626,P000305,E000305
R005627,P003810,E003810
R005628,P003429,E003429
R005629,P006126,E006126
R005630,P000854,E000854
R005631,P002670,E002670
R005632,P002596,E002596
R005633,P003315,E003315
R005634,P006153,E006153
R005635,P003064,E003064
R005636,P001964,E001964
R005637,P006506,E006506
R005638,P003359,E003359
R005639,P002840,E002840
R005640,P004304,E004304
R005641,P000797,E000797
R005642,P006673,E006673
R005643,P001210,E001210
R005644,P001272,E001272
R005645,P002216,E002216
R005646,P006866,E006866
R005647,P001810,E001810
R005648,P000291,E000291
R005649,P003501,E003501
R005650,P005967,E005967
R005651,P000115,E000115
R005652,P000926,E000926
R005653,P001237,E001237
R005654,P003453,E003453
R005655,P000255,E000255
R005656,P000092,E000092
R005657,P005815,E005815
R005658,P001751,E001751
R005659,P002106,E002106
R005660,P003154,E003154
R005661,P005503,E005503
R005662,P001801,E001801
R005663,P003801,E003801
R005664,P005533,E005533
R005665,P005030,E005030
R005666,P001581,E001581
R005667,P002126,E002126
R005668,P000722,E000722
R005669,P006330,E006330
R005670,P004933,E004933
R005671,P004192,E004192
R005672,P004237,E004237
R005673,P000186,E000186
R005674,P002860,E002860
R005675,P004545,E004545
R005676,P006454,E006454
R005677,P000781,E000781
R005678,P000959,E000959
R005679,P001130,E001130
R005680,P004930,E004930
R005681,P000830,E000830
R005682,P004940,E004940
R005683,P001282,E001282
R005684,P000955,E000955
R005685,P006728,E006728
R005686,P005089,E005089
R005687,P000378,E000378
R005688,P000437,E000437
R005689,P001489,E001489
R005690,P002391,E002391
R005691,P006846,E006846
R005692,P000875,E000875
R005693,P001198,E001198
R005694,P000207,E000207
R005695,P001847,E001847
R005696,P004700,E004700
R005697,P003943,E003943
R005698,P005141,E005141
R005699,P005717,E005717
R005700,P003553,E003553
R005701,P005408,E005408
R005702,P000925,E000925
R005703,P003830,E003830
R005704,P004146,E004146
R005705,P000443,E000443
R005706,P004216,E004216
R005707,P002154,E002154
R005708,P000929,E000929
R005709,P006504,E006504
R005710,P006031,E006031
R005711,P001020,E001020
R005712,P003301,E003301
R005713,P003782,E003782
R005714,P000229,E000229
R005715,P002883,E002883
R005716,P005180,E005180
R005717,P004316,E004316
R005718,P002582,E002582
R005719,P000022,E000022
R005720,P006368,E006368
R005721,P001768,E001768
R005722,P003250,E003250
R005723,P000085,E000085
R005724,P001499,E001499
R005725,P000709,E000709
R005726,P005476,E005476
R005727,P003394,E003394
R005728,P001711,E001711
R005729,P001010,E001010
R005730,P000368,E000368
R005731,P003885,E003885
R005732,P004199,E004199
R005733,P003605,E003605
R005734,P006325,E006325
R005735,P003923,E003923
R005736,P004058,E004058
R005737,P000821,E000821
R005738,P006841,E006841
R005739,P001733,E001733
R005740,P004951,E004951
R005741,P001005,E001005
R005742,P001685,E001685
R005743,P003767,E003767
R005744,P000326,E000326
R005745,P003215,E003215
R005746,P001185,E001185
R005747,P006984,E006984
R005748,P004850,E004850
R005749,P002596,E002596
R005750,P002011,E002011
R005751,P000657,E000657
R005752,P005315,E005315
R005753,P004432,E004432
R005754,P002589,E002589
R005755,P006133,E006133
R005756,P004472,E004472
R005757,P004318,E004318
R005758,P001995,E001995
R005759,P000613,E000613
R005760,P002377,E002377
R005761,P004379,E004379
R005762,P000969,E000969
R005763,P002517,E002517
R005764,P000117,E000117
R005765,P005966,E005966
R005766,P003643,E003643
R005767,P001212,E001212
R005768,P000104,E000104
R005769,P004567,E004567
R005770,P000314,E000314
R005771,P006871,E006871
R005772,P004002,E004002
R005773,P002848,E002848
R005774,P001761,E001761
R005775,P003394,E003394
R005776,P004571,E004571
R005777,P004007,E004007
R005778,P002329,E002329
R005779,P002820,E002820
R005780,P000358,E000358
R005781,P000182,E000182
R005782,P006077,E006077
R005783,P006413,E006413
R005784,P005357,E005357
R005785,P005066,E005066
R005786,P003313,E003313
R005787,P001414,E001414
R005788,P000712,E000712
R005789,P005314,E005314
R005790,P003488,E003488
R005791,P006501,E006501
R005792,P003942,E003942
R005793,P001272,E001272
R005794,P000866,E000866
R005795,P005726,E005726
R005796,P005818,E005818
R005797,P004895,E004895
R005798,P000050,E000050
R005799,P005956,E005956
R005800,P002109,E002109
R005801,P003512,E003512
R005802,P000429,E000429
R005803,P003597,E003597
R005804,P004894,E004894
R005805,P003792,E003792
R005806,P005048,E005048
R005807,P001318,E001318
R005808,P000013,E000013
R005809,P002744,E002744
R005810,P004206,E004206
R005811,P000582,E000582
R005812,P000828,E000828
R005813,P000948,E000948
R005814,P004992,E004992
R005815,P004715,E004715
R005816,P004519,E004519
R005817,P001849,E001849
R005818,P005014,E005014
R005819,P004550,E004550
R005820,P001959,E001959
